Planet Name,Parsecs from Earth,Planet Mass,Stellar Magnitude,Discovery Date,Planet Radius,Planet Type,Discovery Method,Orbital Radius,Orbital Period,Eccentricity
Kepler-566 b,,5.27 Earths,15.217,2016,2.15 x Earth,Neptune-like,Transit,0.1247 AU,18.4 days,0.0
Kepler-565 b,,12.9 Earths,15.231,2016,0.325 x Jupiter,Neptune-like,Transit,0.0501 AU,4.2 days,0.0
Kepler-564 b,,19.4 Earths,14.883,2016,0.413 x Jupiter,Neptune-like,Transit,0.0484 AU,3.8 days,0.0
Kepler-562 b,,23.7 Earths,14.908,2016,0.465 x Jupiter,Neptune-like,Transit,0.1333 AU,18 days,0.0
Kepler-561 c,,7.65 Earths,14.427,2016,0.239 x Jupiter,Neptune-like,Transit,0.0593 AU,5.4 days,0.0
Kepler-561 b,,38.7 Earths,14.427,2016,0.621 x Jupiter,Gas Giant,Transit,0.2918 AU,58.4 days,0.0
Kepler-560 b,,3.61 Earths,15.66,2016,1.72 x Earth,Super Earth,Transit,0.0899 AU,18.5 days,0.17
Kepler-558 b,,6.21 Earths,14.899,2016,0.211 x Jupiter,Neptune-like,Transit,0.1759 AU,29 days,0.0
Kepler-557 b,,7.61 Earths,14.723,2016,0.238 x Jupiter,Neptune-like,Transit,0.0469 AU,3.7 days,0.0
Kepler-556 b,,5.65 Earths,14.316,2016,2.24 x Earth,Neptune-like,Transit,0.0973 AU,11.7 days,0.0
Kepler-506 b,,7.9 Earths,11.094,2016,0.244 x Jupiter,Neptune-like,Transit,0.075 AU,6.9 days,0.0
Kepler-504 b,,3.15 Earths,15.143,2016,1.59 x Earth,Super Earth,Transit,0.0646 AU,9.5 days,0.0
Kepler-502 b,,20.4 Earths,15.136,2016,,,,,,
Kepler-501 b,,17.1 Earths,14.886,2016,0.384 x Jupiter,Neptune-like,Transit,0.0627 AU,5.6 days,0.0
Kepler-499 b,,5.35 Earths,14.63,2016,2.17 x Earth,Neptune-like,Transit,0.0598 AU,5.6 days,0.0
Kepler-498 b,,9.43 Earths,14.349,2016,0.27 x Jupiter,Neptune-like,Transit,0.0897 AU,9.6 days,0.0
