Planet Name,Parsecs from Earth,Planet Mass,Stellar Magnitude,Discovery Date,Planet Radius,Planet Type,Discovery Method,Orbital Radius,Orbital Period,Eccentricity
OGLE-2018-BLG-0506L b,,16.3 Earths,Unknown,2022,0.373 x Jupiter (estimate),Neptune-like,Microlensing,3 AU,6.6 years,
OGLE-2017-BLG-1806L b,,5.27 Earths,Unknown,2023,2.15 x Earth (estimate),Neptune-like,Microlensing,1.75 AU,3.8 years,
KMT-2021-BLG-1391L b,,4.55 Earths,Unknown,2022,1.97 x Earth (estimate),Super Earth,Microlensing,2.29 AU,5.7 years,
KMT-2021-BLG-1372L b,,0.19278 Jupiters,Unknown,2022,0.814 x Jupiter (estimate),Gas Giant,Microlensing,2.37 AU,5.6 years,
KMT-2021-BLG-1253L b,,19.05 Earths,Unknown,2022,0.409 x Jupiter (estimate),Neptune-like,Microlensing,1.52 AU,3.8 years,
KMT-2021-BLG-0748L b,,0.45 Jupiters,Unknown,2022,1.28 x Jupiter (estimate),Gas Giant,Microlensing,2.43 AU,6.3 years,
KMT-2019-BLG-2974L b,,0.28 Jupiters,Unknown,2022,1.01 x Jupiter (estimate),Gas Giant,Microlensing,2 AU,4.1 years,
KMT-2019-BLG-1806L b,,4.67 Earths,Unknown,2023,2.0 x Earth (estimate),Super Earth,Microlensing,3.02 AU,6.1 years,
KMT-2019-BLG-1552L b,,4.05 Jupiters,Unknown,2022,1.16 x Jupiter (estimate),Gas Giant,Microlensing,2.6 AU,4.7 years,
KMT-2019-BLG-1367L b,,4.08 Earths,Unknown,2023,1.85 x Earth (estimate),Super Earth,Microlensing,1.7 AU,4.4 years,
KMT-2019-BLG-1042L b,,0.19 Jupiters,Unknown,2022,0.807 x Jupiter (estimate),Gas Giant,Microlensing,1.7 AU,4 years,
KMT-2019-BLG-0953L b,,15.5 Earths,Unknown,2022,,,,,,
KMT-2019-BLG-0253L b,,9.2 Earths,Unknown,2022,0.266 x Jupiter (estimate),Neptune-like,Microlensing,3.1 AU,6.5 years,
KMT-2017-BLG-1194L b,,3.54 Earths,Unknown,2023,1.7 x Earth (estimate),Super Earth,Microlensing,1.78 AU,3.7 years,
KMT-2017-BLG-1003L b,,5.19 Earths,Unknown,2023,2.13 x Earth (estimate),Neptune-like,Microlensing,1.38 AU,2.9 years,
KMT-2017-BLG-0428L b,,5.59 Earths,Unknown,2023,2.23 x Earth (estimate),Neptune-like,Microlensing,1.81 AU,4.2 years,
KMT-2016-BLG-1105L b,,2.32 Earths,Unknown,2023,1.33 x Earth (estimate),Super Earth,Microlensing,2.44 AU,6 years,
TOI-1694 c,,0.93447 Jupiters,11.446,2023,1.23 x Jupiter (estimate),Gas Giant,Radial Velocity,0.1 AU,393.1 days,0.0
TOI-1669 b,,0.60095 Jupiters,10.218,2023,1.26 x Jupiter (estimate),Gas Giant,Radial Velocity,1.27 AU,500 days,0.0
OGLE-2019-BLG-0468L c,,10.22 Jupiters,Unknown,2022,1.11 x Jupiter (estimate),Gas Giant,Microlensing,2.77 AU,4.8 years,
TOI-4562 b,,2.3 Jupiters,12.14,2023,1.118 x Jupiter,Gas Giant,Transit,0.768 AU,225.1 days,0.76
TOI-4342 c,,6.41 Earths,12.669,2023,0.215 x Jupiter,Neptune-like,Transit,0.0814 AU,10.7 days,
TOI-4342 b,,5.76 Earths,12.669,2023,0.202 x Jupiter,Neptune-like,Transit,0.05251 AU,5.5 days,
TOI-1694 b,,31.3 Earths,11.446,2023,0.477 x Jupiter,Neptune-like,Transit,0.045 AU,3.8 days,0.0
OGLE-2019-BLG-0468L b,,3.43 Jupiters,Unknown,2022,,,,,,
TOI-4582 b,,0.53 Jupiters,11.27,2023,0.94 x Jupiter,Gas Giant,Transit,Unknown,31 days,0.51
GJ 1151 c,,10.62 Earths,13.76,2023,0.29 x Jupiter (estimate),Neptune-like,Radial Velocity,0.5714 AU,389.7 days,
Nu Octantis A b,,2.4 Jupiters,3.73,2016,1.18 x Jupiter (estimate),Gas Giant,Radial Velocity,1.25 AU,417 days,0.11
TOI-700 e,,0.818 Earths,13.151,2023,0.953 x Earth,Terrestrial,Transit,0.134 AU,27.8 days,0.06
OGLE-2006-BLG-284L A b,,0.45307 Jupiters,Unknown,2020,1.27 x Jupiter (estimate),Gas Giant,Microlensing,2.17 AU,5.4 years,
MOA-2020-BLG-135L b,,11.3 Earths,Unknown,2022,0.301 x Jupiter (estimate),Neptune-like,Microlensing,1.11 AU,2.4 years,
KMT-2021-BLG-1077L c,,0.25 Jupiters,Unknown,2022,0.949 x Jupiter (estimate),Gas Giant,Microlensing,0.93 AU,2.4 years,
KMT-2021-BLG-1077L b,,0.22 Jupiters,Unknown,2022,0.88 x Jupiter (estimate),Gas Giant,Microlensing,1.26 AU,3.8 years,
TOI-1288 c,,0.26964 Jupiters,10.445,2022,,,,,,
Kepler-138 e,,0.43 Earths,13.04,2022,0.797 x Earth (estimate),Terrestrial,Transit Timing Variations,0.1803 AU,38.2 days,0.11
KMT-2021-BLG-0240L b,,0.21 Jupiters,Unknown,2022,0.856 x Jupiter (estimate),Gas Giant,Microlensing,2.8 AU,6.3 years,
KMT-2017-BLG-0673L b,,3.67 Jupiters,Unknown,2022,1.16 x Jupiter (estimate),Gas Giant,Microlensing,2.34 AU,4.5 years,
GJ 1002 c,,1.36 Earths,13.76,2022,1.1 x Earth (estimate),Super Earth,Radial Velocity,0.0738 AU,21.2 days,
GJ 1002 b,,1.08 Earths,13.76,2022,1.03 x Earth (estimate),Super Earth,Radial Velocity,0.0457 AU,10.3 days,
TOI-1260 d,,11.84 Earths,11.922,2022,0.278 x Jupiter,Neptune-like,Transit,0.1116 AU,16.6 days,0.0
KMT-2019-BLG-0414L b,,4.57 Jupiters,Unknown,2022,1.15 x Jupiter (estimate),Gas Giant,Microlensing,1.16 AU,1.5 years,
HD 109833 c,,7.22 Earths,9.29,2022,0.231 x Jupiter,Neptune-like,Transit,Unknown,13.9 days,0.3
HD 109833 b,,8.69 Earths,9.29,2022,0.258 x Jupiter,Neptune-like,Transit,Unknown,9.2 days,0.18
TOI-1136 g,,5.6 Earths,9.534,2022,0.226 x Jupiter,Neptune-like,Transit,0.229 AU,39.5 days,0.04
TOI-1136 f,,9.7 Earths,9.534,2022,0.333 x Jupiter,Neptune-like,Transit,0.174 AU,26.3 days,0.0
TOI-1136 e,,6.07 Earths,9.534,2022,0.235 x Jupiter,Neptune-like,Transit,0.14 AU,18.8 days,0.04
TOI-1136 d,,8.35 Earths,9.534,2022,,,,,,
TOI-1136 c,,6.32 Earths,9.534,2022,0.257 x Jupiter,Neptune-like,Transit,0.0669 AU,6.3 days,0.11
TOI-1136 b,,3.5 Earths,9.534,2022,1.9 x Earth,Neptune-like,Transit,0.05106 AU,4.2 days,0.03
HD 206893 c,,12.7 Jupiters,6.68804,2022,1.46 x Jupiter,Gas Giant,Imaging,3.53 AU,5.7 years,0.41
KMT-2021-BLG-2294L b,,22.24799 Earths,Unknown,2022,0.448 x Jupiter (estimate),Neptune-like,Microlensing,1.15 AU,3.3 years,
KMT-2021-BLG-0192L b,,34.96112 Earths,Unknown,2022,0.585 x Jupiter (estimate),Neptune-like,Microlensing,1.62 AU,4 years,
KMT-2021-BLG-0119L b,,5.52 Jupiters,Unknown,2022,1.14 x Jupiter (estimate),Gas Giant,Microlensing,2.92 AU,6.7 years,
MOA-2019-BLG-008L b,,18 Jupiters,Unknown,2022,1.08 x Jupiter (estimate),Gas Giant,Microlensing,Unknown,365 days,
TOI-1695 b,,6.36 Earths,12.989,2022,1.9 x Earth,Super Earth,Transit,0.033548 AU,3.1 days,< 0.097
HD 167768 b,,0.85 Jupiters,5.98894,2022,1.24 x Jupiter (estimate),Gas Giant,Radial Velocity,0.1512 AU,20.7 days,0.15
HD 114082 b,,8 Jupiters,8.2,2022,1.0 x Jupiter,Gas Giant,Radial Velocity,0.5109 AU,109.8 days,0.4
TOI-277 b,,7.51 Earths,13.632,2022,0.236 x Jupiter,Neptune-like,Transit,0.0269 AU,4 days,
TOI-1288 b,,0.13875 Jupiters,10.445,2022,0.443 x Jupiter,Gas Giant,Transit,0.0374 AU,2.7 days,0.0
HD 20329 b,,7.42 Earths,8.76,2022,1.72 x Earth,Super Earth,Transit,0.018 AU,0.9 days,0.0
NGTS-25 b,,0.639 Jupiters,14.333,2022,1.023 x Jupiter,Gas Giant,Transit,0.0388 AU,2.8 days,0.0
NGTS-24 b,,0.52 Jupiters,13.214,2022,1.214 x Jupiter,Gas Giant,Transit,0.0479 AU,3.5 days,0.0
NGTS-23 b,,0.613 Jupiters,14.126,2022,1.267 x Jupiter,Gas Giant,Transit,0.0504 AU,4.1 days,0.0
HD 191939 g,,13.5 Earths,8.97,2022,0.334 x Jupiter (estimate),Neptune-like,Radial Velocity,0.812 AU,284 days,0.03
TOI-1468 c,,6.64 Earths,12.5,2022,2.064 x Earth,Super Earth,Transit,Unknown,15.5 days,
TOI-1468 b,,3.21 Earths,12.5,2022,1.28 x Earth,Super Earth,Transit,Unknown,1.9 days,
K2-412 b,,5.13 Earths,15.746,2022,2.116 x Earth,Neptune-like,Transit,0.0586 AU,5.9 days,
K2-414 c,,4.38 Earths,14.289,2022,,,,,,
K2-414 b,,1.98 Earths,14.289,2022,1.219 x Earth,Super Earth,Transit,0.0487 AU,4.4 days,
K2-413 c,,2.05 Earths,15.013,2022,1.233 x Earth,Super Earth,Transit,0.0426 AU,5.3 days,
K2-413 b,,0.363 Earths,15.013,2022,0.76 x Earth,Terrestrial,Transit,0.0117 AU,0.8 days,
K2-411 b,,0.937 Earths,12.27,2022,0.99 x Earth,Terrestrial,Transit,0.0511 AU,3.2 days,
HD 18599 b,,24.1 Earths,8.99,2022,0.232 x Jupiter,Neptune-like,Transit,0.048 AU,4.1 days,0.34
TOI-969 c,,11.3 Jupiters,11.646,2022,1.11 x Jupiter (estimate),Gas Giant,Radial Velocity,2.52 AU,4.7 years,0.63
TOI-969 b,,9.1 Earths,11.646,2022,0.247 x Jupiter,Neptune-like,Transit,0.02636 AU,1.8 days,
HD 206893 b,,28 Jupiters,6.68804,2021,1.25 x Jupiter,Gas Giant,Imaging,9.6 AU,25.6 years,0.14
OGLE-2017-BLG-1691L b,,14.62011 Earths,Unknown,2022,0.35 x Jupiter (estimate),Neptune-like,Microlensing,2.41 AU,5.6 years,
KMT-2021-BLG-1554L b,,38.13941 Earths,Unknown,2022,0.616 x Jupiter (estimate),Gas Giant,Microlensing,0.72 AU,2.2 years,
TOI-3884 b,,32.59 Earths,15.744,2022,0.574 x Jupiter,Neptune-like,Transit,0.0361 AU,4.5 days,0.06
KMT-2021-BLG-1303L b,,0.38 Jupiters,Unknown,2022,1.21 x Jupiter (estimate),Gas Giant,Microlensing,2.89 AU,6.5 years,
KMT-2021-BLG-0320L b,,31.78284 Earths,Unknown,2022,0.553 x Jupiter (estimate),Neptune-like,Microlensing,1.54 AU,3.4 years,
NGTS-21 b,,2.36 Jupiters,15.506,2022,1.33 x Jupiter,Gas Giant,Transit,0.0236 AU,1.5 days,0.0
mu2 Scorpii b,,14.4 Jupiters,3.56,2022,1.09 x Jupiter (estimate),Gas Giant,Imaging,242.4 AU,1251.8 years,0.56
gam1 Leonis b,,8.78 Jupiters,1.99509,2009,1.12 x Jupiter (estimate),Gas Giant,Radial Velocity,1.19 AU,428.5 days,0.14
psi1 Draconis B b,,1.53 Jupiters,5.808,2015,1.21 x Jupiter (estimate),Gas Giant,Radial Velocity,4.43 AU,8.5 years,0.4
KMT-2021-BLG-1898L b,,0.73 Jupiters,Unknown,2022,1.25 x Jupiter (estimate),Gas Giant,Microlensing,1.9 AU,3.8 years,
