Planet Name,Parsecs from Earth,Planet Mass,Stellar Magnitude,Discovery Date,Planet Radius,Planet Type,Discovery Method,Orbital Radius,Orbital Period,Eccentricity
NSVS 14256825 b,,14.15 Jupiters,13.296,2019,1.1 x Jupiter (estimate),Gas Giant,Eclipse Timing Variations,3.12 AU,8.8 years,0.12
LSPM J2116+0234 b,,13.3 Earths,11.961,2019,0.331 x Jupiter (estimate),Neptune-like,Radial Velocity,0.0876 AU,14.4 days,0.18
HD 180617 b,,12.214 Earths,9.12,2018,0.315 x Jupiter (estimate),Neptune-like,Radial Velocity,0.343 AU,105.9 days,0.1
EPIC 220554210 c,,3.19 Earths,14.21,2019,1.6 x Earth,Super Earth,Transit,Unknown,0.7 days,
EPIC 212587672 b,,2.13 Earths,12.488,2019,1.26 x Earth,Super Earth,Transit,Unknown,15.3 days,
EPIC 212499991 b,,3.19 Earths,13.672,2019,1.6 x Earth,Super Earth,Transit,Unknown,34.9 days,
EPIC 212424622 b,,5.35 Earths,13.441,2019,2.17 x Earth,Neptune-like,Transit,Unknown,18.1 days,
EPIC 212297394 b,,2.79 Earths,14.611,2019,1.48 x Earth,Super Earth,Transit,Unknown,2.3 days,
EPIC 206317286 b,,0.84 Earths,14.005,2019,0.96 x Earth,Terrestrial,Transit,Unknown,1.6 days,
EPIC 206215704 b,,0.972 Earths,17.83,2019,1.0 x Earth,Terrestrial,Transit,Unknown,2.3 days,
EPIC 206042996 b,,3.53 Earths,16.59,2019,1.7 x Earth,Super Earth,Transit,Unknown,5.3 days,
EPIC 206032309 b,,1.01 Earths,17.89,2019,1.01 x Earth,Super Earth,Transit,Unknown,2.9 days,
EPIC 206024342 b,,3.53 Earths,13.096,2019,1.7 x Earth,Super Earth,Transit,Unknown,4.5 days,
EPIC 205950854 c,,2.27 Earths,12.365,2019,1.31 x Earth,Super Earth,Transit,Unknown,8.1 days,
EPIC 201841433 b,,1.12 Earths,14.983,2019,1.04 x Earth,Super Earth,Transit,0.035 AU,4.2 days,
EPIC 201833600 c,,0.972 Earths,14.705,2019,1.0 x Earth,Terrestrial,Transit,Unknown,4 days,
EPIC 201754305 d,,1.08 Earths,14.668,2019,1.03 x Earth,Super Earth,Transit,Unknown,2.7 days,
EPIC 201615463 c,,1.98 Earths,12.081,2019,1.22 x Earth,Super Earth,Transit,Unknown,3.8 days,
EPIC 201497682 b,,0.26 Earths,13.948,2019,0.692 x Earth,Terrestrial,Transit,Unknown,2.1 days,
EPIC 201238110 b,,4.16 Earths,16.014,2019,1.87 x Earth,Super Earth,Transit,Unknown,28.2 days,
K2-295 b,,0.335 Jupiters,13.8941,2018,,,,,,
K2-133 e,,3.64 Earths,14.073,2019,1.73 x Earth,Super Earth,Transit,0.1346 AU,26.6 days,
