Planet Name,Parsecs from Earth,Planet Mass,Stellar Magnitude,Discovery Date,Planet Radius,Planet Type,Discovery Method,Orbital Radius,Orbital Period,Eccentricity
GJ 3082 b,,8.2 Earths,11.041,2020,0.249 x Jupiter (estimate),Neptune-like,Radial Velocity,0.079 AU,11.9 days,0.22
GJ 229 A c,,8.58137 Earths,8.15,2020,0.256 x Jupiter (estimate),Neptune-like,Radial Velocity,0.384 AU,121.9 days,0.37
GJ 180 d,,7.56 Earths,10.914,2020,0.237 x Jupiter (estimate),Neptune-like,Radial Velocity,0.309 AU,106.3 days,0.14
GJ 1252 b,,1.32 Earths,12.68,2020,1.193 x Earth,Super Earth,Transit,0.00915 AU,0.5 days,0.0
TOI-216.02,,18.75188 Earths,12.324,2019,0.714 x Jupiter,Neptune-like,Transit,0.1293 AU,17.2 days,0.16
TOI-216.01,,0.56 Jupiters,12.324,2019,0.901 x Jupiter,Gas Giant,Transit,0.2069 AU,34.5 days,0.0
TOI-150.01,,2.51 Jupiters,11.39,2019,1.255 x Jupiter,Gas Giant,Transit,0.07037 AU,5.9 days,0.26
DMPP-3 A b,,2.58 Earths,9.066,2019,1.41 x Earth (estimate),Super Earth,Radial Velocity,0.0662 AU,6.7 days,0.14
TOI-270 d,,4.78 Earths,12.603,2019,2.133 x Earth,Neptune-like,Transit,0.0721 AU,11.4 days,0.03
TOI-270 c,,6.15 Earths,12.603,2019,0.21 x Jupiter,Neptune-like,Transit,0.04526 AU,5.7 days,0.03
TOI-270 b,,1.58 Earths,12.603,2019,1.206 x Earth,Super Earth,Transit,0.03197 AU,3.4 days,0.03
TOI-172 b,,5.42 Jupiters,11.299,2019,0.965 x Jupiter,Gas Giant,Transit,0.0914 AU,9.5 days,0.38
TOI-163 b,,1.22 Jupiters,11.467,2019,,,,,,
TOI-125 c,,6.63 Earths,11.023,2019,0.246 x Jupiter,Neptune-like,Transit,0.0814 AU,9.2 days,0.07
TOI-125 b,,9.5 Earths,11.023,2019,0.243 x Jupiter,Neptune-like,Transit,0.05186 AU,4.7 days,0.19
TOI-813 b,,36.4 Earths,10.358,2020,0.599 x Jupiter,Neptune-like,Transit,0.423 AU,83.9 days,0.0
HD 80653 b,,5.72 Earths,9.452,2020,1.613 x Earth,Super Earth,Transit,0.01661 AU,0.7 days,0.0
DMPP-2 b,,0.437 Jupiters,8.57,2019,1.28 x Jupiter (estimate),Gas Giant,Radial Velocity,0.0664 AU,5.2 days,0.08
DMPP-1 e,,4.13 Earths,7.98,2019,1.86 x Earth (estimate),Super Earth,Radial Velocity,0.0651 AU,5.5 days,< 0.07
DMPP-1 d,,3.35 Earths,7.98,2019,1.65 x Earth (estimate),Super Earth,Radial Velocity,0.0422 AU,2.9 days,< 0.07
DMPP-1 c,,9.6 Earths,7.98,2019,0.273 x Jupiter (estimate),Neptune-like,Radial Velocity,0.0733 AU,6.6 days,< 0.057
DMPP-1 b,,24.27 Earths,7.98,2019,0.472 x Jupiter (estimate),Neptune-like,Radial Velocity,0.1462 AU,18.6 days,< 0.083
XO-7 b,,0.709 Jupiters,10.521,2019,1.373 x Jupiter,Gas Giant,Transit,0.04421 AU,2.9 days,0.04
G 9-40 b,,11.7 Earths,13.821,2019,2.025 x Earth,Neptune-like,Transit,0.0385 AU,5.7 days,0.0
USco1621 b,,16 Jupiters,15.543,2019,1.09 x Jupiter (estimate),Gas Giant,Imaging,2880 AU,257742.3 years,
USco1556 b,,15 Jupiters,15.36,2019,1.09 x Jupiter (estimate),Gas Giant,Imaging,3500 AU,360656.2 years,
WASP-18 c,,0.17368 Jupiters,9.28,2019,0.765 x Jupiter (estimate),Gas Giant,Transit Timing Variations,0.035 AU,2.2 days,< 0.015
WASP-126 c,,0.20199 Jupiters,10.994,2019,0.837 x Jupiter (estimate),Gas Giant,Transit Timing Variations,Unknown,7.6 days,< 0.05
HD 213885 c,,19.95 Earths,7.95,2019,0.42 x Jupiter (estimate),Neptune-like,Radial Velocity,0.056798 AU,4.8 days,0.0
GJ 15 A b,,3.03 Earths,8.09,2014,1.55 x Earth (estimate),Super Earth,Radial Velocity,0.072 AU,11.4 days,0.09
WASP-192 b,,2.3 Jupiters,12.678,2019,1.23 x Jupiter,Gas Giant,Transit,0.0408 AU,2.9 days,0.0
WASP-185 b,,0.98 Jupiters,11.101,2019,1.25 x Jupiter,Gas Giant,Transit,0.0904 AU,9.4 days,0.24
WASP-184 b,,0.57 Jupiters,12.771,2019,1.33 x Jupiter,Gas Giant,Transit,0.0627 AU,5.2 days,0.0
WASP-178 b,,1.66 Jupiters,9.946,2019,1.81 x Jupiter,Gas Giant,Transit,0.0558 AU,3.3 days,0.0
GJ 682 c,,8.7 Earths,10.94,2014,0.258 x Jupiter (estimate),Neptune-like,Radial Velocity,0.176 AU,57.3 days,0.1
GJ 682 b,,4.4 Earths,10.94,2014,1.93 x Earth (estimate),Super Earth,Radial Velocity,0.08 AU,17.5 days,0.08
GJ 433 c,,32.422 Earths,9.81,2014,0.56 x Jupiter (estimate),Neptune-like,Radial Velocity,4.819 AU,14 years,0.12
GJ 422 b,,11.07 Earths,11.66,2014,0.297 x Jupiter (estimate),Neptune-like,Radial Velocity,0.111 AU,20.1 days,0.11
GJ 27.1 b,,13 Earths,11.45,2014,0.327 x Jupiter (estimate),Neptune-like,Radial Velocity,0.101 AU,15.8 days,0.08
GJ 229 b,,14.93794 Earths,8.15,2014,0.354 x Jupiter (estimate),Neptune-like,Radial Velocity,1.086 AU,1.6 years,0.4
GJ 180 c,,6.4 Earths,10.914,2014,0.215 x Jupiter (estimate),Neptune-like,Radial Velocity,0.129 AU,24.3 days,0.09
GJ 180 b,,6.49 Earths,10.914,2014,0.217 x Jupiter (estimate),Neptune-like,Radial Velocity,0.092 AU,17.1 days,0.07
WASP-180 A b,,0.9 Jupiters,10.655,2019,1.24 x Jupiter,Gas Giant,Transit,0.048 AU,3.4 days,0.0
NGTS-6 b,,1.339 Jupiters,14.237,2019,1.326 x Jupiter,Gas Giant,Transit,0.01677 AU,0.9 days,0.0
WASP-182 b,,0.148 Jupiters,11.98,2019,0.85 x Jupiter,Gas Giant,Transit,0.0451 AU,3.4 days,0.0
WASP-175 b,,0.99 Jupiters,12.959,2019,1.208 x Jupiter,Gas Giant,Transit,0.04403 AU,3.1 days,0.0
WASP-171 b,,1.084 Jupiters,12.612,2019,0.98 x Jupiter,Gas Giant,Transit,0.0504 AU,3.8 days,0.0
HATS-58 A b,,1.03 Jupiters,11.572,2019,1.095 x Jupiter,Gas Giant,Transit,0.05798 AU,4.2 days,< 0.168
HATS-57 b,,3.147 Jupiters,12.333,2019,1.139 x Jupiter,Gas Giant,Transit,0.03493 AU,2.4 days,< 0.028
DS Tucanae A b,,1.3 Jupiters,8.17,2019,,,,,,
