Planet Name,Parsecs from Earth,Planet Mass,Stellar Magnitude,Discovery Date,Planet Radius,Planet Type,Discovery Method,Orbital Radius,Orbital Period,Eccentricity
Kepler-1907 b,,0.589 Earths,13.989,2021,0.87 x Earth,Terrestrial,Transit,0.0565 AU,5.7 days,0.0
Kepler-1906 b,,8.13 Earths,15.322,2021,0.248 x Jupiter,Neptune-like,Transit,0.0738 AU,7.4 days,0.0
Kepler-1888 b,,2.32 Earths,12.099,2021,,,,,,
Kepler-1884 b,,3.95 Earths,15.433,2021,1.814 x Earth,Super Earth,Transit,0.0845 AU,9 days,0.0
Kepler-1883 b,,10.6 Earths,15.642,2021,0.29 x Jupiter,Neptune-like,Transit,0.4438 AU,103.4 days,0.0
Kepler-1877 b,,0.179 Earths,12.29,2021,0.624 x Earth,Terrestrial,Transit,0.0351 AU,2.4 days,0.0
Kepler-1874 b,,5.52 Earths,15.434,2021,2.211 x Earth,Neptune-like,Transit,0.2633 AU,56.6 days,0.0
Kepler-1856 b,,3.66 Earths,15.621,2021,1.734 x Earth,Super Earth,Transit,0.0215 AU,1.3 days,0.0
Kepler-1853 b,,2.92 Earths,15.229,2021,1.519 x Earth,Super Earth,Transit,0.2395 AU,48.9 days,0.0
Kepler-1844 b,,9.46 Earths,15.995,2021,,,,,,
Kepler-1840 b,,8.13 Earths,15.192,2021,0.248 x Jupiter,Neptune-like,Transit,0.4644 AU,131.2 days,0.0
Kepler-1833 b,,2.24 Earths,12.645,2021,1.3 x Earth,Super Earth,Transit,0.0771 AU,6.9 days,0.0
Kepler-1819 b,,14.5 Earths,15.489,2021,0.348 x Jupiter,Neptune-like,Transit,0.1337 AU,16.5 days,0.0
Kepler-1799 b,,15.9 Earths,15.99,2021,0.368 x Jupiter,Neptune-like,Transit,0.1028 AU,11.9 days,0.0
Kepler-1798 b,,5.94 Earths,16.391,2021,0.206 x Jupiter,Neptune-like,Transit,0.1082 AU,16.9 days,0.0
Kepler-1795 b,,3.4 Earths,16.188,2021,1.663 x Earth,Super Earth,Transit,0.1002 AU,13.4 days,0.0
Kepler-1766 b,,5.81 Earths,12.96,2021,0.203 x Jupiter,Neptune-like,Transit,0.4229 AU,105 days,0.0
Kepler-1757 b,,8.99 Earths,15.817,2021,0.263 x Jupiter,Neptune-like,Transit,0.1335 AU,19.7 days,0.0
Kepler-501 c,,3.47 Earths,14.886,2021,1.681 x Earth,Super Earth,Transit,0.0467 AU,3.6 days,0.0
Kepler-196 d,,7.56 Earths,14.239,2021,0.237 x Jupiter,Neptune-like,Transit,0.4484 AU,122.1 days,0.0
Kepler-1956 b,,1.32 Earths,15.989,2021,1.089 x Earth,Super Earth,Transit,0.0563 AU,5.9 days,0.0
Kepler-1954 b,,3.9 Earths,15.875,2021,1.802 x Earth,Super Earth,Transit,0.0625 AU,5.9 days,0.0
Kepler-1949 b,,5.56 Earths,15.231,2021,2.22 x Earth,Neptune-like,Transit,0.0352 AU,2.2 days,0.0
Kepler-1946 b,,6.75 Earths,15.508,2021,0.222 x Jupiter,Neptune-like,Transit,0.0394 AU,3 days,0.0
Kepler-1921 b,,8.72 Earths,13.103,2021,0.258 x Jupiter,Neptune-like,Transit,0.1557 AU,20 days,0.0
Kepler-1910 b,,1.78 Earths,16.092,2021,1.184 x Earth,Super Earth,Transit,0.0536 AU,5.7 days,0.0
Kepler-1904 b,,2.51 Earths,16.367,2021,1.39 x Earth,Super Earth,Transit,0.0436 AU,4.6 days,0.0
Kepler-1903 b,,5.85 Earths,15.456,2021,0.204 x Jupiter,Neptune-like,Transit,0.1321 AU,17.1 days,0.0
Kepler-1885 b,,2.89 Earths,14.851,2021,1.511 x Earth,Super Earth,Transit,0.036 AU,2.5 days,0.0
Kepler-1861 b,,5.5 Earths,13.709,2021,2.207 x Earth,Neptune-like,Transit,0.2408 AU,40 days,0.0
Kepler-1860 b,,1.55 Earths,13.569,2021,1.139 x Earth,Super Earth,Transit,0.1021 AU,12.7 days,0.0
Kepler-1830 b,,11.1 Earths,13.605,2021,0.297 x Jupiter,Neptune-like,Transit,0.3259 AU,56.5 days,0.0
Kepler-1823 b,,5 Earths,13.477,2021,2.086 x Earth,Super Earth,Transit,0.1528 AU,21.1 days,0.0
Kepler-1815 b,,7.99 Earths,15.621,2021,0.245 x Jupiter,Neptune-like,Transit,0.0984 AU,12.2 days,0.0
Kepler-1812 b,,6.01 Earths,15.631,2021,0.207 x Jupiter,Neptune-like,Transit,0.0765 AU,7.2 days,0.0
Kepler-1810 b,,14.6 Earths,15.4,2021,0.35 x Jupiter,Neptune-like,Transit,0.4137 AU,101.1 days,0.0
Kepler-1782 b,,5.6 Earths,13.875,2021,2.229 x Earth,Neptune-like,Transit,0.0582 AU,5.8 days,0.0
Kepler-1761 b,,2.51 Earths,15.619,2021,1.391 x Earth,Super Earth,Transit,0.0413 AU,4 days,0.0
Kepler-1747 b,,16.8 Earths,16.1966,2021,,,,,,
Kepler-1744 b,,13.6 Earths,15.566,2021,0.336 x Jupiter,Neptune-like,Transit,0.2093 AU,37.1 days,0.0
Kepler-1742 b,,5.38 Earths,14.512,2021,2.178 x Earth,Neptune-like,Transit,0.2587 AU,49.5 days,0.0
