Planet Name,Parsecs from Earth,Planet Mass,Stellar Magnitude,Discovery Date,Planet Radius,Planet Type,Discovery Method,Orbital Radius,Orbital Period,Eccentricity
HATS-34 b,508.842,0.941 Jupiters,13.857,2016,1.43 x Jupiter,Gas Giant,Transit,0.03166 AU,2.1 days,< 0.108
HATS-33 b,248.46,1.192 Jupiters,11.91,2016,1.23 x Jupiter,Gas Giant,Transit,0.03727 AU,2.5 days,< 0.08
HATS-32 b,745.116,0.92 Jupiters,14.386,2016,1.249 x Jupiter,Gas Giant,Transit,0.04024 AU,2.8 days,< 0.471
HATS-31 b,773.974,0.88 Jupiters,13.315,2016,1.64 x Jupiter,Gas Giant,Transit,0.0478 AU,3.4 days,< 0.233
WASP-140 b,117.598,2.44 Jupiters,11.118,2016,1.44 x Jupiter,Gas Giant,Transit,0.0323 AU,2.2 days,0.05
WASP-139 b,212.472,37.18611 Earths,12.456,2016,0.8 x Jupiter,Neptune-like,Transit,0.062 AU,5.9 days,0.0
WASP-132 b,122.91,0.41 Jupiters,11.938,2016,0.897 x Jupiter,Gas Giant,Transit,0.067 AU,7.1 days,0.07
WASP-131 b,200.075,0.27 Jupiters,10.068,2016,1.22 x Jupiter,Gas Giant,Transit,0.0607 AU,5.3 days,0.0
WASP-130 b,172.256,1.23 Jupiters,11.104,2016,0.89 x Jupiter,Gas Giant,Transit,0.1012 AU,11.6 days,0.0
OGLE-2012-BLG-0950L b,2600,35 Earths,Unknown,2016,0.585 x Jupiter (estimate),Neptune-like,Microlensing,2.6 AU,5.6 years,
HATS-18 b,624.368,1.9795 Jupiters,14.188,2016,1.329 x Jupiter,Gas Giant,Transit,0.0174 AU,0.8 days,< 0.166
Kepler-56 d,912.994,5.61 Jupiters,12.598,2016,1.14 x Jupiter (estimate),Gas Giant,Radial Velocity,2.16 AU,2.7 years,0.2
K2-99 b,519.229,0.97 Jupiters,11.149,2016,1.046 x Jupiter,Gas Giant,Transit,0.1597 AU,18.3 days,0.19
HATS-12 b,746.138,2.39 Jupiters,12.831,2016,0.692 x Jupiter,Gas Giant,Transit,0.0441 AU,3.1 days,< 0.085
HATS-11 b,944.603,0.83 Jupiters,14.06,2016,1.609 x Jupiter,Gas Giant,Transit,0.0507 AU,3.6 days,< 0.34
HAT-P-66 b,935.456,0.783 Jupiters,13.014,2016,1.59 x Jupiter,Gas Giant,Transit,0.04363 AU,3 days,< 0.09
HAT-P-65 b,738.519,0.554 Jupiters,13.121,2016,1.611 x Jupiter,Gas Giant,Transit,0.04042 AU,2.6 days,< 0.304
WASP-93 b,370.284,1.47 Jupiters,10.966,2016,1.597 x Jupiter,Gas Giant,Transit,0.04211 AU,2.7 days,0.0
WASP-118 b,376.658,0.514 Jupiters,11.009,2016,1.44 x Jupiter,Gas Giant,Transit,0.05453 AU,4 days,0.0
WASP-92 b,575.889,0.805 Jupiters,12.951,2016,1.461 x Jupiter,Gas Giant,Transit,0.0348 AU,2.2 days,0.0
KELT-17 b,226.5,1.31 Jupiters,9.234,2016,1.525 x Jupiter,Gas Giant,Transit,0.04881 AU,3.1 days,
K2-95 b,179.854,11 Earths,17.236,2016,0.295 x Jupiter,Neptune-like,Transit,0.0525 AU,10.1 days,0.16
WASP-114 b,523.337,1.769 Jupiters,12.685,2016,1.339 x Jupiter,Gas Giant,Transit,0.02851 AU,1.5 days,0.01
WASP-113 b,435.156,0.475 Jupiters,11.761,2016,,,,,,
K2-91 b,62.5785,1.37 Earths,15.622,2016,1.1 x Earth,Super Earth,Transit,0.0164 AU,1.4 days,0.09
K2-90 c,134.188,2.24 Earths,13.707,2016,1.3 x Earth,Super Earth,Transit,0.035 AU,2.9 days,0.19
K2-90 b,134.188,7.27 Earths,13.707,2016,0.232 x Jupiter,Neptune-like,Transit,0.096 AU,13.7 days,0.07
K2-89 b,86.0386,0.17 Earths,14.162,2016,0.615 x Earth,Terrestrial,Transit,0.01462 AU,1.1 days,0.15
K2-88 b,110.561,2.04 Earths,15.523,2016,1.23 x Earth,Super Earth,Transit,0.0345 AU,4.6 days,0.26
K2-87 b,491.242,0.141 Jupiters,14.136,2016,0.678 x Jupiter,Gas Giant,Transit,0.094 AU,9.7 days,
K2-86 b,258.699,4.5 Earths,13.041,2016,1.96 x Earth,Super Earth,Transit,0.077 AU,8.8 days,
K2-85 b,97.2179,1.87 Earths,12.416,2016,1.2 x Earth,Super Earth,Transit,0.013 AU,0.7 days,0.24
K2-84 c,284.876,4.78 Earths,13.386,2016,2.03 x Earth,Super Earth,Transit,0.1768 AU,27.9 days,
K2-84 b,284.876,6.39 Earths,13.386,2016,0.215 x Jupiter,Neptune-like,Transit,0.0665 AU,6.4 days,
K2-83 c,125.529,2.8 Earths,14.522,2016,1.483 x Earth,Super Earth,Transit,0.07131 AU,10 days,0.06
K2-83 b,125.529,2.08 Earths,14.522,2016,1.244 x Earth,Super Earth,Transit,0.03014 AU,2.7 days,0.07
K2-81 b,252.318,4.54 Earths,14.314,2016,1.97 x Earth,Super Earth,Transit,0.059 AU,6.1 days,0.06
K2-80 c,200.802,2.76 Earths,12.694,2016,1.47 x Earth,Super Earth,Transit,0.0596 AU,5.6 days,
K2-80 b,200.802,4.7 Earths,12.694,2016,2.01 x Earth,Super Earth,Transit,0.135 AU,19.1 days,
K2-79 b,256.011,9.2 Earths,12.152,2016,0.365 x Jupiter,Neptune-like,Transit,0.0988 AU,11 days,< 0.23
K2-77 b,141.731,1.9 Jupiters,12.224,2016,0.205 x Jupiter,Neptune-like,Transit,0.076 AU,8.2 days,0.14
K2-75 c,561.93,8.1 Earths,12.803,2016,0.247 x Jupiter,Neptune-like,Transit,0.1429 AU,18.3 days,
K2-75 b,561.93,7.61 Earths,12.803,2016,0.238 x Jupiter,Neptune-like,Transit,0.081 AU,7.8 days,
K2-74 b,377.822,5.95 Earths,12.715,2016,0.206 x Jupiter,Neptune-like,Transit,0.1402 AU,19.6 days,
K2-73 b,269.183,6.57 Earths,11.345,2016,0.219 x Jupiter,Neptune-like,Transit,0.07619 AU,7.5 days,
K2-72 e,66.4321,2.21 Earths,15.37,2016,1.29 x Earth,Super Earth,Transit,0.106 AU,24.2 days,0.11
K2-72 d,66.4321,1.01 Earths,15.37,2016,1.01 x Earth,Super Earth,Transit,0.05 AU,7.8 days,0.11
K2-72 c,66.4321,1.65 Earths,15.37,2016,1.16 x Earth,Super Earth,Transit,0.078 AU,15.2 days,0.11
K2-72 b,66.4321,1.28 Earths,15.37,2016,1.08 x Earth,Super Earth,Transit,0.04 AU,5.6 days,0.11
K2-71 b,153.192,5.27 Earths,16.14,2016,2.15 x Earth,Neptune-like,Transit,0.0559 AU,7 days,
K2-70 b,232.964,8.7 Earths,13.074,2016,0.258 x Jupiter,Neptune-like,Transit,0.1112 AU,14 days,
K2-69 b,180.697,5.99 Earths,16.024,2016,0.207 x Jupiter,Neptune-like,Transit,0.0591 AU,7.1 days,
K2-68 b,168.652,3.12 Earths,12.987,2016,1.58 x Earth,Super Earth,Transit,0.0708 AU,8.1 days,
K2-66 b,513.877,21.3 Earths,11.71,2016,2.49 x Earth,Super Earth,Transit,0.05983 AU,5.1 days,0.0
K2-65 b,72.2,3.12 Earths,10.71,2016,1.58 x Earth,Super Earth,Transit,0.1014 AU,12.6 days,
K2-64 b,499.891,4.94 Earths,14.132,2016,2.07 x Earth,Super Earth,Transit,0.0619 AU,6.5 days,
K2-63 b,517.534,10.5 Earths,12.98,2016,0.287 x Jupiter,Neptune-like,Transit,0.1627 AU,20.3 days,
K2-62 c,112.467,5.22 Earths,12.391,2016,2.14 x Earth,Neptune-like,Transit,0.1148 AU,16.2 days,
K2-62 b,112.467,5.22 Earths,12.391,2016,2.14 x Earth,Neptune-like,Transit,0.0636 AU,6.7 days,
K2-61 b,405.732,6.71 Earths,13.173,2016,0.221 x Jupiter,Neptune-like,Transit,0.0392 AU,2.6 days,
K2-60 b,491.87,0.426 Jupiters,12.857,2016,0.683 x Jupiter,Gas Giant,Transit,0.045 AU,3 days,0.0
