Planet Name,Parsecs from Earth,Planet Mass,Stellar Magnitude,Discovery Date,Planet Radius,Planet Type,Discovery Method,Orbital Radius,Orbital Period,Eccentricity
HD 99283 b,,0.97 Jupiters,5.72916,2021,,,,,,
HD 79181 b,,0.64 Jupiters,5.72,2021,1.26 x Jupiter (estimate),Gas Giant,Radial Velocity,0.9 AU,273.1 days,0.26
HD 360 b,,0.75 Jupiters,5.986,2021,1.25 x Jupiter (estimate),Gas Giant,Radial Velocity,0.98 AU,273.1 days,0.14
HD 219139 b,,0.78 Jupiters,5.84863,2021,1.24 x Jupiter (estimate),Gas Giant,Radial Velocity,0.94 AU,275.5 days,0.11
HD 161178 b,,0.57 Jupiters,5.88375,2021,1.26 x Jupiter (estimate),Gas Giant,Radial Velocity,0.85 AU,279.3 days,0.04
HD 10975 b,,0.45 Jupiters,5.94188,2021,1.28 x Jupiter (estimate),Gas Giant,Radial Velocity,0.95 AU,283.8 days,0.44
Gamma Piscium b,,1.34 Jupiters,3.69252,2021,1.22 x Jupiter (estimate),Gas Giant,Radial Velocity,1.32 AU,1.5 years,0.2
BD+60 1417 b,,15 Jupiters,9.374,2021,1.31 x Jupiter,Gas Giant,Imaging,1662 AU,67794.6 years,
TOI-2109 b,,5.02 Jupiters,10.217,2021,1.347 x Jupiter,Gas Giant,Transit,0.01791 AU,0.7 days,
TOI-1842 b,,0.28128 Jupiters,9.815,2021,1.102 x Jupiter,Gas Giant,Transit,0.1 AU,9.6 days,0.28
HATS-77 b,,1.374 Jupiters,16.195,2021,1.165 x Jupiter,Gas Giant,Transit,0.03607 AU,3.1 days,< 0.045
HATS-76 b,,2.629 Jupiters,16.68,2021,1.079 x Jupiter,Gas Giant,Transit,0.02658 AU,1.9 days,< 0.062
HATS-75 b,,0.491 Jupiters,15.689,2021,0.884 x Jupiter,Gas Giant,Transit,0.032742 AU,2.8 days,< 0.064
HATS-74 A b,,1.46 Jupiters,17.26,2021,1.032 x Jupiter,Gas Giant,Transit,0.02384 AU,1.7 days,< 0.044
Kepler-633 c,,5.89 Earths,13.812,2021,0.205 x Jupiter,Neptune-like,Transit,0.1618 AU,23.8 days,0.0
Kepler-281 d,,29.5 Earths,15.931,2021,0.53 x Jupiter,Neptune-like,Transit,0.5456 AU,148.3 days,0.0
Kepler-1940 b,,3.01 Earths,15.674,2021,1.547 x Earth,Super Earth,Transit,0.0525 AU,5 days,0.0
Kepler-1938 b,,4 Earths,15.246,2021,1.828 x Earth,Super Earth,Transit,0.0938 AU,13.1 days,0.0
Kepler-1934 b,,0.702 Earths,12.874,2021,0.913 x Earth,Terrestrial,Transit,0.0245 AU,1.4 days,0.0
Kepler-1907 c,,1.63 Earths,13.989,2021,1.155 x Earth,Super Earth,Transit,0.1076 AU,14.9 days,0.0
Kepler-1893 b,,3.55 Earths,15.152,2021,1.706 x Earth,Super Earth,Transit,0.0504 AU,4.2 days,0.0
Kepler-1889 b,,8.98 Earths,15.715,2021,0.263 x Jupiter,Neptune-like,Transit,0.2082 AU,37.3 days,0.0
Kepler-1887 b,,8.88 Earths,15.955,2021,0.261 x Jupiter,Neptune-like,Transit,0.1421 AU,19.9 days,0.0
Kepler-1869 b,,1.46 Earths,10.31,2021,1.12 x Earth,Super Earth,Transit,0.0791 AU,8.2 days,0.0
Kepler-1841 b,,2.82 Earths,14.855,2021,,,,,,
Kepler-1831 b,,4.54 Earths,15.158,2021,,,,,,
Kepler-1822 b,,7.5 Earths,15.804,2021,,,,,,
Kepler-1796 b,,8 Earths,14.493,2021,,,,,,
Kepler-1794 b,,3.87 Earths,15.497,2021,1.794 x Earth,Super Earth,Transit,0.0821 AU,9.8 days,0.0
Kepler-1743 b,,3.18 Earths,12.062,2021,1.599 x Earth,Super Earth,Transit,0.0822 AU,7.6 days,0.0
Kepler-1720 b,,10.4 Earths,14.822,2021,0.287 x Jupiter,Neptune-like,Transit,0.1043 AU,12.7 days,0.0
Kepler-1693 c,,0.894 Earths,14.857,2021,,,,,,
Kepler-1669 c,,4.27 Earths,16.473,2021,1.901 x Earth,Super Earth,Transit,0.0228 AU,1.6 days,0.0
Kepler-394 d,,2.86 Earths,14.948,2021,1.501 x Earth,Super Earth,Transit,0.0646 AU,5.6 days,0.0
Kepler-1953 b,,2.2 Earths,15.936,2021,,,,,,
Kepler-1925 b,,9.28 Earths,15.382,2021,,,,,,
Kepler-1920 b,,9.03 Earths,14.392,2021,0.264 x Jupiter,Neptune-like,Transit,0.2043 AU,30.3 days,0.0
Kepler-1911 b,,1.01 Earths,12.245,2021,1.011 x Earth,Super Earth,Transit,0.0636 AU,6 days,0.0
Kepler-1896 b,,9.8 Earths,15.844,2021,0.277 x Jupiter,Neptune-like,Transit,0.2529 AU,44.9 days,0.0
Kepler-1890 b,,0.587 Earths,12.916,2021,0.869 x Earth,Terrestrial,Transit,0.0563 AU,4.8 days,0.0
Kepler-1867 b,,1.65 Earths,13.549,2021,1.16 x Earth,Super Earth,Transit,0.0872 AU,9.9 days,0.0
Kepler-1854 b,,7.21 Earths,14.381,2021,0.231 x Jupiter,Neptune-like,Transit,0.2119 AU,39.8 days,0.0
Kepler-1851 b,,14.5 Earths,15.699,2021,0.348 x Jupiter,Neptune-like,Transit,0.1016 AU,12 days,0.0
Kepler-1820 b,,9.9 Earths,15.759,2021,0.278 x Jupiter,Neptune-like,Transit,0.1964 AU,31 days,0.0
Kepler-1814 b,,6.21 Earths,15.814,2021,0.211 x Jupiter,Neptune-like,Transit,0.0371 AU,2.9 days,0.0
Kepler-1804 b,,3.18 Earths,14.679,2021,1.596 x Earth,Super Earth,Transit,0.1017 AU,12.3 days,0.0
Kepler-1792 b,,6.89 Earths,15.566,2021,0.225 x Jupiter,Neptune-like,Transit,0.0488 AU,4.2 days,0.0
Kepler-1788 b,,6.25 Earths,15.484,2021,0.212 x Jupiter,Neptune-like,Transit,0.0343 AU,2.8 days,0.0
Kepler-1773 b,,12.1 Earths,13.085,2021,0.313 x Jupiter,Neptune-like,Transit,0.2489 AU,40.8 days,0.0
Kepler-1764 b,,18.8 Earths,14.91,2021,0.406 x Jupiter,Neptune-like,Transit,0.3512 AU,70.5 days,0.0
Kepler-1760 b,,5.86 Earths,14.472,2021,0.204 x Jupiter,Neptune-like,Transit,0.2084 AU,38.3 days,0.0
Kepler-1756 b,,2.77 Earths,15.736,2021,1.472 x Earth,Super Earth,Transit,0.0319 AU,2.4 days,0.0
Kepler-1754 b,,6.53 Earths,16.007,2021,0.218 x Jupiter,Neptune-like,Transit,0.0718 AU,8.2 days,0.0
Kepler-1746 b,,0.186 Jupiters,13.572,2021,0.797 x Jupiter,Gas Giant,Transit,0.9453 AU,321.2 days,0.0
Kepler-1745 b,,4.38 Earths,14.854,2021,1.929 x Earth,Super Earth,Transit,0.0408 AU,3 days,0.0
Kepler-1734 b,,9.74 Earths,15.598,2021,0.276 x Jupiter,Neptune-like,Transit,0.0714 AU,6.8 days,0.0
Kepler-1731 b,,8.92 Earths,12.742,2021,0.262 x Jupiter,Neptune-like,Transit,0.1401 AU,21.8 days,0.0
Kepler-1728 b,,9.04 Earths,15.279,2021,0.264 x Jupiter,Neptune-like,Transit,0.0535 AU,4.8 days,0.0
