Planet Name,Parsecs from Earth,Planet Mass,Stellar Magnitude,Discovery Date,Planet Radius,Planet Type,Discovery Method,Orbital Radius,Orbital Period,Eccentricity
Kepler-100 c,304.645,7.05 Earths,11.055,2014,2.2 x Earth,Neptune-like,Transit,0.110537 AU,12.8 days,0.02
HATS-6 b,169.318,0.319 Jupiters,15.044,2015,0.998 x Jupiter,Gas Giant,Transit,0.03623 AU,3.3 days,0
HATS-5 b,246.384,0.237 Jupiters,12.598,2014,0.912 x Jupiter,Gas Giant,Transit,0.0542 AU,4.8 days,0.02
HATS-3 b,411.211,1.071 Jupiters,12.433,2013,1.381 x Jupiter,Gas Giant,Transit,0.0485 AU,3.5 days,0
HATS-2 b,341.925,1.37 Jupiters,13.565,2013,1.122 x Jupiter,Gas Giant,Transit,0.02317 AU,1.4 days,< 0.29
HAT-P-9 b,455.203,0.749 Jupiters,12.344,2008,1.393 x Jupiter,Gas Giant,Transit,0.05287 AU,3.9 days,0.08
HAT-P-8 b,211.553,1.28 Jupiters,10.358,2008,1.4 x Jupiter,Gas Giant,Transit,0.04496 AU,3.1 days,0
HAT-P-6 b,275.358,1.32 Jupiters,10.469,2007,1.48 x Jupiter,Gas Giant,Transit,0.05239 AU,3.9 days,0
HAT-P-5 b,303.336,0.98 Jupiters,11.954,2007,1.21 x Jupiter,Gas Giant,Transit,0.04073 AU,2.8 days,0
HAT-P-54 b,143.651,0.76 Jupiters,13.398,2015,0.944 x Jupiter,Gas Giant,Transit,0.04117 AU,3.8 days,< 0.074
HAT-P-46 b,290.736,0.493 Jupiters,11.997,2014,1.284 x Jupiter,Gas Giant,Transit,0.0577 AU,4.5 days,0.12
HAT-P-45 b,298.64,0.892 Jupiters,12.783,2014,1.426 x Jupiter,Gas Giant,Transit,0.0452 AU,3.1 days,0.05
HAT-P-44 c,347.85,4 Jupiters,13.225,2014,1.16 x Jupiter (estimate),Gas Giant,Radial Velocity,1.752 AU,2.4 years,0.49
HAT-P-44 b,347.85,0.352 Jupiters,13.225,2014,1.1.242 x Jupiter97 x Earth,Gas Giant,Transit,0.0507 AU,4.3 days,0.04
HAT-P-43 b,528.825,0.662 Jupiters,13.279,2012,1.216 x Jupiter,Gas Giant,Transit,0.0444 AU,3.3 days,< 0.21
HAT-P-42 b,405.238,1.044 Jupiters,12.125,2012,1.28 x Jupiter,Gas Giant,Transit,0.0575 AU,4.6 days,0
HAT-P-41 b,348.185,1.19 Jupiters,11.365,2012,2.05 x Jupiter,Gas Giant,Transit,0.04258 AU,2.7 days,0
HAT-P-40 b,464.469,0.48 Jupiters,11.34,2012,1.52 x Jupiter,Gas Giant,Transit,0.0608 AU,4.5 days,0
HAT-P-3 b,134.554,0.65 Jupiters,11.856,2007,0.94 x Jupiter,Gas Giant,Transit,0.03866 AU,2.9 days,0
HAT-P-39 b,697.004,0.599 Jupiters,12.282,2012,1.571 x Jupiter,Gas Giant,Transit,0.0509 AU,3.5 days,0
HAT-P-38 b,255.206,0.267 Jupiters,12.525,2012,0.825 x Jupiter,Gas Giant,Transit,0.0523 AU,4.6 days,0.07
HAT-P-37 b,390.594,1.169 Jupiters,13.427,2011,1.178 x Jupiter,Gas Giant,Transit,0.0379 AU,2.8 days,0.06
HAT-P-36 b,294.419,1.8482 Jupiters,12.146,2011,1.277 x Jupiter,Gas Giant,Transit,0.0241 AU,1.3 days,0.06
HAT-P-2 b,127.774,9.02 Jupiters,8.72,2007,0.951 x Jupiter,Gas Giant,Transit,0.06814 AU,5.6 days,0.52
HAT-P-22 b,81.7647,2.47 Jupiters,9.763,2010,1.15 x Jupiter,Gas Giant,Transit,0.0414 AU,3.2 days,0.02
HAT-P-21 b,277.278,4.87 Jupiters,11.459,2010,1.11 x Jupiter,Gas Giant,Transit,0.0494 AU,4.1 days,0.23
HAT-P-19 b,202.078,0.277 Jupiters,12.826,2010,1.008 x Jupiter,Gas Giant,Transit,0.04599 AU,4 days,0.07
HAT-P-18 b,161.4,0.197 Jupiters,12.597,2010,0.995 x Jupiter,Gas Giant,Transit,0.0559 AU,5.5 days,0.08
HAT-P-17 b,92.3831,0.58 Jupiters,10.375,2010,1.05 x Jupiter,Gas Giant,Transit,0.0882 AU,10.3 days,0.35
HAT-P-16 b,226.637,4.193 Jupiters,10.911,2010,1.289 x Jupiter,Gas Giant,Transit,0.0413 AU,2.8 days,0.04
HAT-P-15 b,192.516,1.94 Jupiters,12.41,2010,1.06 x Jupiter,Gas Giant,Transit,0.0965 AU,10.9 days,0.19
HAT-P-14 b,222.663,3.44 Jupiters,9.988,2010,1.42 x Jupiter,Gas Giant,Transit,0.0596 AU,4.6 days,0.11
HAT-P-13 b,246.81,0.851 Jupiters,10.421,2009,1.272 x Jupiter,Gas Giant,Transit,0.04383 AU,2.9 days,0.01
HAT-P-12 b,142.751,0.211 Jupiters,12.665,2009,0.959 x Jupiter,Gas Giant,Transit,0.0384 AU,3.2 days,0
CoRoT-9 b,412.98,0.84 Jupiters,13.637,2009,1.066 x Jupiter,Gas Giant,Transit,0.4021 AU,95.3 days,0.13
CoRoT-8 b,322.037,0.22 Jupiters,14.792,2010,0.57 x Jupiter,Gas Giant,Transit,0.063 AU,6.2 days,0
CoRoT-7 b,159.906,4.07661 Earths,11.728,2009,1.681 x Earth,Super Earth,Transit,0.017016 AU,0.9 days,0
CoRoT-6 b,645.294,2.96 Jupiters,13.961,2009,1.166 x Jupiter,Gas Giant,Transit,0.0855 AU,8.9 days,< 0.1
CoRoT-5 b,882.472,0.467 Jupiters,14.043,2009,1.388 x Jupiter,Gas Giant,Transit,0.04947 AU,4 days,0.09
CoRoT-4 b,726.412,0.72 Jupiters,13.652,2008,1.19 x Jupiter,Gas Giant,Transit,0.09 AU,9.2 days,0
CoRoT-2 b,213.283,3.47 Jupiters,12.516,2008,1.466 x Jupiter,Gas Giant,Transit,0.02798 AU,0.02798 AU,0.01
