Planet Name,Parsecs from Earth,Planet Mass,Stellar Magnitude,Discovery Date,Planet Radius,Planet Type,Discovery Method,Orbital Radius,Orbital Period,Eccentricity
HD 93351 c,,13.07 Jupiters,9.12,2022,1.1 x Jupiter (estimate),Gas Giant,Radial Velocity,11.154 AU,38.4 years,0.11
HD 204313 e,,15.317 Jupiters,7.99,2022,,,,,,
HD 203387 c,,7.485 Jupiters,4.28,2022,1.13 x Jupiter (estimate),Gas Giant,Radial Velocity,5.067 AU,6.8 years,0.2
HD 203387 b,,3.48 Jupiters,4.28,2022,1.17 x Jupiter (estimate),Gas Giant,Radial Velocity,1.771 AU,1.4 years,0.73
HD 12235 c,,9.866 Jupiters,5.88051,2022,1.11 x Jupiter (estimate),Gas Giant,Radial Velocity,22.21 AU,99.6 years,0.17
HD 12235 b,,10.48834 Earths,5.88051,2022,0.288 x Jupiter (estimate),Neptune-like,Radial Velocity,0.054 AU,4.4 days,0.38
HD 11506 d,,7.383 Jupiters,7.51,2022,1.13 x Jupiter (estimate),Gas Giant,Radial Velocity,12.235 AU,40.3 years,0.06
HD 11343 c,,0.804 Jupiters,7.88,2022,1.24 x Jupiter (estimate),Gas Giant,Radial Velocity,0.923 AU,228.5 days,0.17
HD 113337 c,,19.821 Jupiters,6.02078,2022,1.08 x Jupiter (estimate),Gas Giant,Radial Velocity,6.805 AU,14.9 years,0.16
GJ 2030 c,,12.803 Jupiters,6.20902,2022,1.1 x Jupiter (estimate),Gas Giant,Radial Velocity,16.761 AU,70 years,0.04
GJ 2030 b,,4.76743 Earths,6.20902,2022,2.03 x Earth (estimate),Super Earth,Radial Velocity,0.034 AU,2.4 days,0.24
HD 93351 b,,3.49611 Earths,9.12,2022,1.69 x Earth (estimate),Super Earth,Radial Velocity,0.035 AU,2.5 days,0.55
HD 28192 b,,0.314 Jupiters,8.06,2022,1.08 x Jupiter (estimate),Gas Giant,Radial Velocity,0.118 AU,14.2 days,0.1
HD 25912 c,,16.527 Jupiters,8.2,2022,1.09 x Jupiter (estimate),Gas Giant,Radial Velocity,17.848 AU,72.1 years,0.05
HD 25912 b,,38.13941 Earths,8.2,2022,0.616 x Jupiter (estimate),Gas Giant,Radial Velocity,0.242 AU,41.8 days,0.05
HD 213519 b,,9.21702 Earths,7.68,2022,0.267 x Jupiter (estimate),Neptune-like,Radial Velocity,0.099 AU,11.1 days,0.41
HD 205158 b,,0.392 Jupiters,7.84,2022,1.24 x Jupiter (estimate),Gas Giant,Radial Velocity,0.177 AU,25.3 days,0.14
HD 156098 c,,5.228 Jupiters,5.53,2022,1.14 x Jupiter (estimate),Gas Giant,Radial Velocity,8.415 AU,21.5 years,0.39
HD 156098 b,,15.89142 Earths,5.53,2022,0.368 x Jupiter (estimate),Neptune-like,Radial Velocity,0.167 AU,21.9 days,0.11
HD 151450 c,,5.148 Jupiters,7.43,2022,1.15 x Jupiter (estimate),Gas Giant,Radial Velocity,14.131 AU,49.7 years,0.14
HD 151450 b,,38.45724 Earths,7.43,2022,0.619 x Jupiter (estimate),Gas Giant,Radial Velocity,0.16 AU,21.9 days,0.5
HD 144899 b,,20.34102 Earths,8.97,2022,0.425 x Jupiter (estimate),Neptune-like,Radial Velocity,0.242 AU,40.4 days,0.82
HD 111232 c,,18.063 Jupiters,7.59,2022,1.08 x Jupiter (estimate),Gas Giant,Radial Velocity,17.25 AU,72.5 years,0.56
HD 13724 c,,0.16 Jupiters,7.89,2022,0.729 x Jupiter (estimate),Gas Giant,Radial Velocity,0.534 AU,142.2 days,0.65
HD 122562 c,,0.23 Jupiters,7.659,2022,,,,,,
HD 105618 c,,26.491 Jupiters,8.63,2022,1.07 x Jupiter (estimate),Gas Giant,Radial Velocity,35.731 AU,211.3 years,0.13
HD 105618 b,,25.42627 Earths,8.63,2022,0.485 x Jupiter (estimate),Neptune-like,Radial Velocity,0.091 AU,10 days,0.46
HD 81817 c,,22.609 Jupiters,4.26489,2022,1.07 x Jupiter (estimate),Gas Giant,Radial Velocity,2.325 AU,1.7 years,0.1
HD 73267 c,,5.131 Jupiters,8.9,2022,1.15 x Jupiter (estimate),Gas Giant,Radial Velocity,12.688 AU,46.8 years,0.09
HD 72659 c,,18.806 Jupiters,7.46,2022,1.08 x Jupiter (estimate),Gas Giant,Radial Velocity,13.959 AU,49.9 years,0.09
HD 43197 c,,7.868 Jupiters,8.98,2022,1.12 x Jupiter (estimate),Gas Giant,Radial Velocity,8.54 AU,25.5 years,0.15
HD 28185 c,,19.639 Jupiters,7.8,2022,1.08 x Jupiter (estimate),Gas Giant,Radial Velocity,13.176 AU,47.7 years,0.12
HD 217786 c,,7.31005 Earths,7.78,2022,0.233 x Jupiter (estimate),Neptune-like,Radial Velocity,0.038 AU,2.5 days,0.4
HIP 55507 b,,8.135 Jupiters,9.8,2022,1.12 x Jupiter (estimate),Gas Giant,Radial Velocity,5.062 AU,14.1 years,0.36
HD 115404 A c,,10.319 Jupiters,6.55,2022,1.11 x Jupiter (estimate),Gas Giant,Radial Velocity,11.364 AU,42 years,0.21
HD 115404 A b,,30.82936 Earths,6.55,2022,0.543 x Jupiter (estimate),Neptune-like,Radial Velocity,0.088 AU,10.5 days,0.23
GJ 9714 b,,9.403 Jupiters,9.37,2022,1.12 x Jupiter (estimate),Gas Giant,Radial Velocity,12.319 AU,52.7 years,0.15
HD 199509 b,,0.136 Jupiters,6.98,2022,0.663 x Jupiter (estimate),Gas Giant,Radial Velocity,0.426 AU,99.6 days,0.37
HD 18143 c,,9.998 Jupiters,7.518,2022,1.11 x Jupiter (estimate),Gas Giant,Radial Velocity,17.53 AU,79.4 years,0.19
HD 18143 b,,10.80617 Earths,7.518,2022,0.293 x Jupiter (estimate),Neptune-like,Radial Velocity,0.088 AU,10.3 days,0.22
HD 155918 c,,5.909 Jupiters,7,2022,1.14 x Jupiter (estimate),Gas Giant,Radial Velocity,13.183 AU,47.1 years,0.07
HD 155918 b,,7.62788 Earths,7,2022,0.239 x Jupiter (estimate),Neptune-like,Radial Velocity,0.03 AU,1.9 days,0.19
HD 153557 d,,27.454 Jupiters,7.83,2022,1.06 x Jupiter (estimate),Gas Giant,Radial Velocity,21.449 AU,111.4 years,0.15
HD 153557 c,,17.48056 Earths,7.83,2022,0.389 x Jupiter (estimate),Neptune-like,Radial Velocity,0.111 AU,15.3 days,0.51
HD 153557 b,,20.34102 Earths,7.83,2022,0.425 x Jupiter (estimate),Neptune-like,Radial Velocity,0.068 AU,7.3 days,0.07
GJ 680 b,,25.1 Jupiters,10.129,2022,1.07 x Jupiter (estimate),Gas Giant,Radial Velocity,10.138 AU,47.3 years,0.38
GJ 3222 b,,11.44182 Earths,6.9,2022,0.303 x Jupiter (estimate),Neptune-like,Radial Velocity,0.091 AU,10.7 days,0.93
HD 149806 b,,12.597 Jupiters,7.08308,2022,1.1 x Jupiter (estimate),Gas Giant,Radial Velocity,12.404 AU,45.3 years,0.36
HD 142 A d,,0.26 Jupiters,5.7,2022,0.971 x Jupiter (estimate),Gas Giant,Radial Velocity,0.474 AU,108.5 days,0.13
HD 140901 c,,1.8 Jupiters,6.012,2022,1.2 x Jupiter (estimate),Gas Giant,Radial Velocity,11.8 AU,39.4 years,0.77
HD 140901 b,,15.57359 Earths,6.012,2022,0.363 x Jupiter (estimate),Neptune-like,Radial Velocity,0.085 AU,9 days,0.47
HD 127506 b,,27.33324 Earths,8.7,2022,0.506 x Jupiter (estimate),Neptune-like,Radial Velocity,0.287 AU,65.8 days,0.24
HD 110537 b,,27.099 Jupiters,7.83,2022,1.06 x Jupiter (estimate),Gas Giant,Radial Velocity,16.714 AU,67 years,0.4
HIP 948 b,,20.6 Jupiters,9.92,2022,1.08 x Jupiter (estimate),Gas Giant,Radial Velocity,15.037 AU,68.4 years,0.23
HIP 35965 b,,8.149 Jupiters,10.18,2022,1.12 x Jupiter (estimate),Gas Giant,Radial Velocity,15.898 AU,71.6 years,0.14
HD 97037 b,,21.105 Jupiters,6.81828,2022,1.08 x Jupiter (estimate),Gas Giant,Radial Velocity,6.925 AU,17.7 years,0.36
HD 88072 b,,7.903 Jupiters,7.55,2022,1.12 x Jupiter (estimate),Gas Giant,Radial Velocity,13.895 AU,50.8 years,0.16
HD 86065 b,,9.053 Jupiters,9.36,2022,1.12 x Jupiter (estimate),Gas Giant,Radial Velocity,15.947 AU,70.6 years,0.22
HD 80913 b,,23.614 Jupiters,7.49,2022,1.07 x Jupiter (estimate),Gas Giant,Radial Velocity,9.95 AU,29.7 years,0.31
HD 80883 b,,5.5 Jupiters,8.6,2022,1.14 x Jupiter (estimate),Gas Giant,Radial Velocity,6.462 AU,17.5 years,0.2
HD 62549 b,,8.519 Jupiters,7.72,2022,1.12 x Jupiter (estimate),Gas Giant,Radial Velocity,11.842 AU,39.2 years,0.15
HD 62364 c,,24.93 Jupiters,7.32,2022,1.07 x Jupiter (estimate),Gas Giant,Radial Velocity,36.984 AU,205 years,0.77
HD 62364 b,,18.77 Jupiters,7.32,2022,,,,,,
HD 56957 b,,5.918 Jupiters,7.57,2022,1.14 x Jupiter (estimate),Gas Giant,Radial Velocity,6.426 AU,16.1 years,0.27
HD 457 b,,26.572 Jupiters,7.72,2022,1.07 x Jupiter (estimate),Gas Giant,Radial Velocity,15.369 AU,55.7 years,0.56
TOI-2158 b,,0.82 Jupiters,10.887,2022,0.96 x Jupiter,Gas Giant,Transit,0.075 AU,8.6 days,< 0.07
TOI-2025 b,,3.6 Jupiters,11.599,2022,1.061 x Jupiter,Gas Giant,Transit,0.0892 AU,8.9 days,0.39
TOI-1820 b,,2.3 Jupiters,10.899,2022,1.14 x Jupiter,Gas Giant,Transit,0.061 AU,4.9 days,0.04
HD 29985 b,,5.473 Jupiters,9.98,2022,1.14 x Jupiter (estimate),Gas Giant,Radial Velocity,13.39 AU,56.5 years,0.26
HD 217958 b,,0.524 Jupiters,8.05,2022,1.27 x Jupiter (estimate),Gas Giant,Radial Velocity,3.758 AU,7 years,0.16
HD 194490 b,,11.207 Jupiters,8.99,2022,,,,,,
HD 190228 b,,5.03 Jupiters,7.3,2022,1.15 x Jupiter (estimate),Gas Giant,Radial Velocity,2.406 AU,3.1 years,0.56
HD 188641 b,,29.365 Jupiters,7.34,2022,1.06 x Jupiter (estimate),Gas Giant,Radial Velocity,12.027 AU,40 years,0.03
HD 16905 b,,11.3 Jupiters,9.44,2022,1.11 x Jupiter (estimate),Gas Giant,Radial Velocity,8.8 AU,28.1 years,0.68
HD 168863 b,,6.78 Jupiters,9.35,2022,1.13 x Jupiter (estimate),Gas Giant,Radial Velocity,10.961 AU,40.5 years,0.19
HD 136118 b,,13.102 Jupiters,6.9456,2022,1.1 x Jupiter (estimate),Gas Giant,Radial Velocity,2.327 AU,3.3 years,0.34
HD 135872 b,,5.489 Jupiters,7.28103,2022,1.14 x Jupiter (estimate),Gas Giant,Radial Velocity,4.172 AU,6.6 years,0.16
HD 125271 b,,10.904 Jupiters,9.68,2022,1.11 x Jupiter (estimate),Gas Giant,Radial Velocity,10.817 AU,40.8 years,0.17
HD 11505 b,,7.899 Jupiters,7.43,2022,1.12 x Jupiter (estimate),Gas Giant,Radial Velocity,20.247 AU,89.5 years,0.14
HD 11112 b,,8.176 Jupiters,7.13,2022,1.12 x Jupiter (estimate),Gas Giant,Radial Velocity,13.38 AU,47.2 years,0.28
HD 109988 b,,21.821 Jupiters,8.9,2022,1.08 x Jupiter (estimate),Gas Giant,Radial Velocity,12.518 AU,46.9 years,0.06
TOI-2048 b,,7.32 Earths,11.431,2022,0.233 x Jupiter,Neptune-like,Transit,Unknown,13.8 days,0.13
LP 890-9 c,,25.3 Earths,18,2022,1.367 x Earth,Super Earth,Transit,0.03984 AU,8.5 days,
LP 890-9 b,,13.2 Earths,18,2022,1.32 x Earth,Super Earth,Transit,0.01875 AU,2.7 days,
HD 56414 b,,13.3 Earths,9.217,2022,0.331 x Jupiter,Neptune-like,Transit,0.229 AU,29 days,< 0.68
GJ 896 A b,,2.26 Jupiters,10.05,2022,1.19 x Jupiter (estimate),Gas Giant,Astrometry,0.63965 AU,284.4 days,0.35
GJ 3090 b,,3.34 Earths,11.403,2022,2.13 x Earth,Neptune-like,Transit,0.03165 AU,2.9 days,< 0.32
TOI-1452 b,,4.82 Earths,14.354,2022,1.672 x Earth,Super Earth,Transit,0.061 AU,11.1 days,0.0
KMT-2021-BLG-0171L b,,11.2 Earths,Unknown,2022,0.299 x Jupiter (estimate),Neptune-like,Microlensing,3.5 AU,7.4 years,
TOI-712 d,,6.68 Earths,10.838,2022,0.221 x Jupiter,Neptune-like,Transit,0.3405 AU,84.8 days,0.07
TOI-712 c,,7.76 Earths,10.838,2022,0.241 x Jupiter,Neptune-like,Transit,0.2447 AU,51.7 days,0.09
TOI-712 b,,4.85 Earths,10.838,2022,2.049 x Earth,Super Earth,Transit,0.07928 AU,9.5 days,0.54
TOI-3757 b,,0.26838 Jupiters,14.812,2022,1.071 x Jupiter,Gas Giant,Transit,0.03845 AU,3.4 days,0.14
TOI-3540 A b,,1.18 Jupiters,11.514,2022,2.1 x Jupiter,Gas Giant,Transit,0.04289 AU,3.1 days,0.0
KMT-2021-BLG-1689L b,,0.14473 Jupiters,Unknown,2022,0.688 x Jupiter (estimate),Gas Giant,Microlensing,2.5 AU,5.2 years,
TOI-4137 b,,1.44 Jupiters,11.31,2022,1.211 x Jupiter,Gas Giant,Transit,0.05222 AU,3.8 days,0.0
TOI-3693 b,,1.02 Jupiters,11.948,2022,1.124 x Jupiter,Gas Giant,Transit,0.0813 AU,9.1 days,0.0
TOI-3331 A b,,2.27 Jupiters,11.635,2022,,,,,,
TOI-2570 b,,0.82 Jupiters,12.569,2022,1.217 x Jupiter,Gas Giant,Transit,0.04145 AU,3 days,0.0
TOI-2567 b,,0.201 Jupiters,12.3,2022,0.975 x Jupiter,Gas Giant,Transit,0.0672 AU,6 days,0.0
TOI-2421 b,,0.333 Jupiters,11.419,2022,0.925 x Jupiter,Gas Giant,Transit,0.0543 AU,4.3 days,0.0
TOI-2236 b,,1.58 Jupiters,11.6,2022,1.282 x Jupiter,Gas Giant,Transit,0.05009 AU,3.5 days,0.0
TOI-2207 b,,0.64 Jupiters,11.316,2022,,,,,,
TOI-2193 A b,,0.94 Jupiters,11.976,2022,1.77 x Jupiter,Gas Giant,Transit,0.03319 AU,2.1 days,0.0
TOI-2196 b,,26 Earths,12.297,2022,0.313 x Jupiter,Neptune-like,Transit,0.02234 AU,1.2 days,0.0
OGLE-2019-BLG-0362L b,,3.26 Jupiters,Unknown,2022,,,,,,
KMT-2020-BLG-0414L c,,15.4 Jupiters,Unknown,2021,1.09 x Jupiter (estimate),Gas Giant,Microlensing,0.12 AU,29.8 days,
KMT-2020-BLG-0414L b,,0.96 Earths,Unknown,2021,0.997 x Earth (estimate),Terrestrial,Microlensing,1.26 AU,2.8 years,
CoRoT-36 b,,0.68 Jupiters,13.126,2022,1.41 x Jupiter,Gas Giant,Transit,0.066 AU,5.6 days,0.0
HD 93963 A c,,18.4 Earths,9.182,2022,3.12 x Earth,Super Earth,Transit,0.04726 AU,3.6 days,0.0
HD 93963 A b,,2.8 Earths,9.182,2022,1.47 x Earth,Super Earth,Transit,0.02061 AU,1 days,0.0
GJ 3929 c,,5.71 Earths,12.675,2022,0.201 x Jupiter (estimate),Neptune-like,Radial Velocity,0.081 AU,15 days,0.0
CoRoT-35 b,,1.1 Jupiters,15.635,2022,1.68 x Jupiter,Gas Giant,Transit,0.0429 AU,3.2 days,0.0
CoRoT-7 d,,17.142 Earths,11.728,2022,0.384 x Jupiter (estimate),Neptune-like,Radial Velocity,Unknown,9 days,
GJ 3512 c,,0.2 Jupiters,15.18,2020,0.832 x Jupiter (estimate),Gas Giant,Radial Velocity,1.292 AU,4.4 years,0.02
TOI-1422 b,,9 Earths,10.622,2022,0.353 x Jupiter,Neptune-like,Transit,0.108 AU,13 days,0.04
TOI-1272 c,,21.7 Earths,11.758,2022,0.442 x Jupiter (estimate),Neptune-like,Radial Velocity,0.079 AU,8.7 days,0.12
TOI-1272 b,,27 Earths,11.758,2022,0.369 x Jupiter,Neptune-like,Transit,0.0417 AU,3.3 days,0.35
TOI-5153 b,,3.26 Jupiters,11.932,2022,1.06 x Jupiter,Gas Giant,Transit,0.158 AU,20.3 days,0.09
NGTS-20 b,,2.98 Jupiters,11.233,2022,1.07 x Jupiter,Gas Giant,Transit,0.313 AU,54.2 days,0.43
KOI-984 c,,0.6601 Jupiters,12.795,2022,1.25 x Jupiter (estimate),Gas Giant,Transit Timing Variations,0.1467 AU,21.5 days,0.38
KOI-984 b,,17.1 Earths,12.795,2022,0.384 x Jupiter,Neptune-like,Transit,0.0504 AU,4.3 days,0.12
HIP 21152 b,,24 Jupiters,6.37009,2022,1.07 x Jupiter (estimate),Gas Giant,Imaging,17 AU,60.3 years,0.36
TOI-4479 b,,8.35 Earths,15.18,2022,0.252 x Jupiter,Neptune-like,Transit,0.0164 AU,1.2 days,
TOI-3629 b,,0.26 Jupiters,14.639,2022,0.74 x Jupiter,Gas Giant,Transit,0.043 AU,3.9 days,0.05
TOI-2081 b,,4.82 Earths,13.369,2022,,,,,,
TOI-3714 b,,0.7 Jupiters,15.7,2022,,,,,,
HD 33142 d,,0.2 Jupiters,7.96,2022,0.832 x Jupiter (estimate),Gas Giant,Radial Velocity,0.452 AU,89.9 days,0.19
HD 260655 c,,3.09 Earths,9.63,2022,1.533 x Earth,Super Earth,Transit,0.04749 AU,5.7 days,0.04
HD 260655 b,,2.14 Earths,9.63,2022,1.24 x Earth,Super Earth,Transit,0.02933 AU,2.8 days,0.04
HD 19615 b,,8.5 Jupiters,6.55594,2022,1.12 x Jupiter (estimate),Gas Giant,Radial Velocity,1.1 AU,402 days,0.2
HD 174205 b,,4.2 Jupiters,6.28209,2022,1.16 x Jupiter (estimate),Gas Giant,Radial Velocity,1.7 AU,1.6 years,0.4
HD 150010 b,,2.4 Jupiters,6.2893,2022,1.18 x Jupiter (estimate),Gas Giant,Radial Velocity,1.4 AU,1.5 years,0.2
