Planet Name,Parsecs from Earth,Planet Mass,Stellar Magnitude,Discovery Date,Planet Radius,Planet Type,Discovery Method,Orbital Radius,Orbital Period,Eccentricity
Kepler-319 c,,7.41 Earths,13.926,2014,0.235 x Jupiter,Neptune-like,Transit,0.069 AU,6.9 days,0.0
Kepler-319 b,,3.29 Earths,13.926,2014,1.63 x Earth,Super Earth,Transit,0.051 AU,4.4 days,0.0
Kepler-318 c,,13.1 Earths,13.442,2014,0.328 x Jupiter,Neptune-like,Transit,0.105 AU,11.8 days,0.0
Kepler-317 c,,3.61 Earths,15.665,2014,1.72 x Earth,Super Earth,Transit,0.083 AU,8.8 days,0.0
Kepler-317 b,,0.345 Jupiters,15.665,2014,2.09 x Earth,Super Earth,Transit,0.061 AU,5.5 days,0.0
Kepler-316 c,,1.65 Earths,15.81,2014,,,,,,
Kepler-315 c,,16.1 Earths,15.546,2014,0.37 x Jupiter,Neptune-like,Transit,0.791 AU,265.5 days,0.0
Kepler-315 b,,13.7 Earths,15.546,2014,0.336 x Jupiter,Neptune-like,Transit,0.402 AU,96.1 days,0.0
Kepler-314 c,,8.75 Earths,12.64,2014,0.259 x Jupiter,Neptune-like,Transit,0.064 AU,6 days,0.0
Kepler-313 c,,7.13 Earths,14.304,2014,0.229 x Jupiter,Neptune-like,Transit,0.208 AU,32.3 days,0.0
Kepler-313 b,,6.94 Earths,14.304,2014,0.226 x Jupiter,Neptune-like,Transit,0.125 AU,15 days,0.0
Kepler-312 c,,10.1 Earths,13.01,2014,0.281 x Jupiter,Neptune-like,Transit,0.153 AU,19.7 days,0.0
Kepler-311 c,,2.63 Earths,13.902,2014,1.43 x Earth,Super Earth,Transit,0.145 AU,19.7 days,0.0
Kepler-311 b,,3.53 Earths,13.902,2014,1.7 x Earth,Super Earth,Transit,0.087 AU,9.2 days,0.0
Kepler-310 d,,7 Earths,14.376,2014,2.47 x Earth,Super Earth,Transit,0.392 AU,92.9 days,0.0
Kepler-310 c,,11.4 Earths,14.376,2014,0.302 x Jupiter,Neptune-like,Transit,0.281 AU,56.5 days,0.0
Kepler-309 c,,6.85 Earths,15.418,2014,0.224 x Jupiter,Neptune-like,Transit,0.401 AU,105.4 days,0.0
Kepler-309 b,,3.05 Earths,15.418,2014,1.56 x Earth,Super Earth,Transit,0.059 AU,5.9 days,0.0
Kepler-308 c,,5.31 Earths,16.019,2014,2.16 x Earth,Neptune-like,Transit,0.123 AU,15.4 days,0.0
Kepler-307 c,,3.64 Earths,14.149,2013,2.2 x Earth,Neptune-like,Transit,0.1068 AU,13.1 days,0.0
Kepler-307 b,,7.44 Earths,14.149,2013,0.217 x Jupiter,Neptune-like,Transit,0.0917 AU,10.4 days,0.0
Kepler-110 c,,5.52 Earths,13.003,2014,,,,,,
Kepler-1034 b,,5.73 Earths,15.269,2016,0.202 x Jupiter,Neptune-like,Transit,0.0965 AU,12.1 days,0.0
Kepler-1033 b,,6.85 Earths,16.186,2016,0.224 x Jupiter,Neptune-like,Transit,0.0761 AU,7.6 days,0.0
Kepler-1031 b,,0.59 Earths,13.877,2016,0.87 x Earth,Terrestrial,Transit,0.0218 AU,1.2 days,0.0
Kepler-1030 b,,6.71 Earths,16.003,2016,0.221 x Jupiter,Neptune-like,Transit,0.1338 AU,19.3 days,0.0
Kepler-1029 b,,2.13 Earths,14.434,2016,,,,,,
Kepler-1028 b,,2.33 Earths,14.611,2016,,,,,,
Kepler-1026 b,,5.52 Earths,14.463,2016,2.21 x Earth,Neptune-like,Transit,0.1977 AU,36.5 days,0.0
Kepler-1025 b,,4.58 Earths,13.695,2016,1.98 x Earth,Super Earth,Transit,0.3344 AU,37.3 days,0.0
Kepler-1024 b,,14.5 Earths,16.272,2016,0.349 x Jupiter,Neptune-like,Transit,0.3033 AU,66.4 days,0.0
Kepler-1023 b,,7.41 Earths,14.7121,2016,0.235 x Jupiter,Neptune-like,Transit,0.301 AU,62.1 days,0.0
Kepler-1022 b,,6.17 Earths,15.758,2016,0.211 x Jupiter,Neptune-like,Transit,0.0805 AU,11 days,0.0
Kepler-1021 b,,6.04 Earths,15.207,2016,0.208 x Jupiter,Neptune-like,Transit,0.1034 AU,13.5 days,0.0
Kepler-1020 b,,5.82 Earths,14.211,2016,0.203 x Jupiter,Neptune-like,Transit,0.3878 AU,96.9 days,0.0
Kepler-1019 b,,2.73 Earths,13.882,2016,1.46 x Earth,Super Earth,Transit,0.0221 AU,1.4 days,0.0
Kepler-1018 b,,7.18 Earths,15.103,2016,0.23 x Jupiter,Neptune-like,Transit,0.253 AU,49.1 days,0.0
Kepler-1017 b,,4.62 Earths,14.315,2016,1.99 x Earth,Super Earth,Transit,0.0702 AU,7.2 days,0.0
Kepler-1016 c,,13.1 Earths,15.531,2016,0.328 x Jupiter,Neptune-like,Transit,0.4389 AU,105.7 days,0.0
Kepler-1016 b,,5.39 Earths,15.531,2016,2.18 x Earth,Neptune-like,Transit,0.0307 AU,2 days,0.0
Kepler-1015 b,,12.3 Earths,12.825,2016,0.317 x Jupiter,Neptune-like,Transit,0.1396 AU,16 days,0.0
Kepler-1014 b,,6.3 Earths,14.866,2016,0.213 x Jupiter,Neptune-like,Transit,0.121 AU,16.6 days,0.0
Kepler-1013 b,,5.27 Earths,14.563,2016,2.15 x Earth,Neptune-like,Transit,0.137 AU,18.9 days,0.0
Kepler-1012 b,,2.21 Earths,13.486,2016,1.29 x Earth,Super Earth,Transit,0.0585 AU,5.5 days,0.0
Kepler-1011 b,,8.6 Earths,15.294,2016,0.256 x Jupiter,Neptune-like,Transit,0.0633 AU,5.8 days,0.0
Kepler-1010 b,,5.99 Earths,14.964,2016,0.207 x Jupiter,Neptune-like,Transit,0.193 AU,34.3 days,0.0
