Planet Name,Parsecs from Earth,Planet Mass,Stellar Magnitude,Discovery Date,Planet Radius,Planet Type,Discovery Method,Orbital Radius,Orbital Period,Eccentricity
NN Serpentis c,,7.33 Jupiters,16.943,2010,1.13 x Jupiter (estimate),Gas Giant,Eclipse Timing Variations,5.35 AU,15.3 years,0.08
Mu Leonis b,,2.4 Jupiters,3.86648,2014,1.18 x Jupiter (estimate),Gas Giant,Radial Velocity,1.1 AU,357.8 days,0.09
Kappa Coronae Borealis b,,2 Jupiters,4.79734,2007,1.19 x Jupiter (estimate),Gas Giant,Radial Velocity,2.5 AU,3.4 years,0.04
Kappa Andromedae b,,13.616 Jupiters,4.13791,2012,1.1 x Jupiter (estimate),Gas Giant,Imaging,55 AU,253.1 years,
HN Pegasi b,,21.9987 Jupiters,5.942,2006,1.051 x Jupiter,Gas Giant,Imaging,773 AU,20692.2 years,
GU Piscium b,,11.3 Jupiters,14.146,2014,1.265 x Jupiter,Gas Giant,Imaging,2000 AU,155788.8 years,
GQ Lupi b,,20 Jupiters,11.593,2004,3.0 x Jupiter,Gas Giant,Imaging,100 AU,1195.9 years,
Gamma Cephei b,,6.6 Jupiters,3.23006,2003,1.13 x Jupiter (estimate),Gas Giant,Radial Velocity,2.13 AU,2.5 years,0.15
FU Tauri b,,16 Jupiters,Unknown,2008,1.09 x Jupiter (estimate),Gas Giant,Imaging,800 AU,101250.8 years,
Epsilon Tauri b,,7.19 Jupiters,3.523,2006,1.13 x Jupiter (estimate),Gas Giant,Radial Velocity,1.878 AU,1.6 years,0.08
Epsilon Eridani b,,0.66 Jupiters,3.718,2000,1.25 x Jupiter (estimate),Gas Giant,Radial Velocity,3.53 AU,7.3 years,0.07
Epsilon Coronae Borealis b,,6.7 Jupiters,4.12577,2012,1.13 x Jupiter (estimate),Gas Giant,Radial Velocity,1.3 AU,417.9 days,0.11
Beta Ursae Minoris b,,6.1 Jupiters,2.0569,2014,,,,,,
Beta Pictoris b,,11.729 Jupiters,3.85,2008,1.65 x Jupiter,Gas Giant,Imaging,10.018 AU,23.6 years,0.11
Beta Cancri b,,7.8 Jupiters,3.51012,2014,1.12 x Jupiter (estimate),Gas Giant,Radial Velocity,1.7 AU,1.7 years,0.08
Alpha Arietis b,,1.8 Jupiters,2.00538,2010,1.2 x Jupiter (estimate),Gas Giant,Radial Velocity,1.2 AU,380.8 days,0.25
2MASS J04414489+2301513 b,,7.5 Jupiters,Unknown,2010,1.13 x Jupiter (estimate),Gas Giant,Imaging,15 AU,411 years,
2MASS J02192210-3925225 b,,13.9 Jupiters,Unknown,2015,1.44 x Jupiter,Gas Giant,Imaging,156 AU,5878.1 years,
2MASS J01225093-2439505 b,,24.5 Jupiters,14.244,2013,1.0 x Jupiter,Gas Giant,Imaging,52 AU,593.2 years,
1RXS J160929.1-210524 b,,8 Jupiters,12.618,2008,1.664 x Jupiter,Gas Giant,Imaging,330 AU,6505.9 years,
HIP 8541 b,,7.714 Jupiters,7.88,2016,1.13 x Jupiter (estimate),Gas Giant,Radial Velocity,3.729 AU,5.1 years,0.36
HIP 74890 b,,2.4 Jupiters,7.05,2016,1.18 x Jupiter (estimate),Gas Giant,Radial Velocity,2.1 AU,2.3 years,0.07
HD 95872 b,,3.74 Jupiters,9.955,2015,1.16 x Jupiter (estimate),Gas Giant,Radial Velocity,5.15 AU,12 years,0.06
HD 5583 b,,5.78 Jupiters,7.604,2016,1.14 x Jupiter (estimate),Gas Giant,Radial Velocity,0.53 AU,139.4 days,0.08
BD+15 2375 b,,1.061 Jupiters,10.41,2016,1.23 x Jupiter (estimate),Gas Giant,Radial Velocity,0.576 AU,153.2 days,0.0
TYC 3667-1280-1 b,,5.4 Jupiters,9.856,2016,1.14 x Jupiter (estimate),Gas Giant,Radial Velocity,0.21 AU,26.5 days,0.04
KIC 5437945 b,,33.6 Earths,13.834,2015,0.571 x Jupiter,Neptune-like,Transit,1.1455 AU,440.8 days,0.0
KIC 10525077 b,,25.9 Earths,15.592,2015,0.491 x Jupiter,Neptune-like,Transit,Unknown,2.3 years,
HD 32963 b,,2.07 Jupiters,7.6,2015,1.19 x Jupiter (estimate),Gas Giant,Radial Velocity,3.41 AU,6.5 years,0.07
DP Leonis b,,6.28 Jupiters,18.6837,2009,1.14 x Jupiter (estimate),Gas Giant,Eclipse Timing Variations,8.19 AU,28 years,0.39
DH Tauri b,,11 Jupiters,13.98,2004,2.7 x Jupiter,Gas Giant,Imaging,330 AU,10441.5 years,
CT Chamaleontis b,,17 Jupiters,12.335,2007,2.2 x Jupiter,Gas Giant,Imaging,440 AU,365 days,
AB Pictoris b,,13.5 Jupiters,9.13,2005,1.1 x Jupiter (estimate),Gas Giant,Imaging,260 AU,4421.7 years,
91 Aquarii b,,3.2 Jupiters,4.23946,2013,1.17 x Jupiter (estimate),Gas Giant,Radial Velocity,0.7 AU,181.4 days,0.03
81 Ceti b,,3.307 Jupiters,5.64307,2008,1.17 x Jupiter (estimate),Gas Giant,Radial Velocity,2.104 AU,2.8 years,0.04
7 Canis Majoris b,,1.85 Jupiters,3.95,2011,1.2 x Jupiter (estimate),Gas Giant,Radial Velocity,1.758 AU,2 years,0.06
75 Ceti b,,2.479 Jupiters,5.3532,2012,1.18 x Jupiter (estimate),Gas Giant,Radial Velocity,1.912 AU,1.9 years,0.09
70 Virginis b,,7.49 Jupiters,4.96808,1996,1.13 x Jupiter (estimate),Gas Giant,Radial Velocity,0.481 AU,116.7 days,0.4
6 Lyncis b,,1.881 Jupiters,5.87307,2008,1.2 x Jupiter (estimate),Gas Giant,Radial Velocity,2.028 AU,2.5 years,0.04
61 Virginis d,,22.9 Earths,4.735,2009,,,,,,
61 Virginis c,,18.2 Earths,4.735,2009,0.398 x Jupiter (estimate),Neptune-like,Radial Velocity,0.2175 AU,38 days,0.14
61 Virginis b,,5.1 Earths,4.735,2009,2.11 x Earth (estimate),Neptune-like,Radial Velocity,0.050201 AU,4.2 days,0.12
55 Cancri f,,0.141 Jupiters,5.96,2007,0.677 x Jupiter (estimate),Gas Giant,Radial Velocity,0.7708 AU,259.9 days,0.08
55 Cancri e,,7.99 Earths,5.96,2004,1.875 x Earth,Super Earth,Radial Velocity,0.01544 AU,0.7 days,0.05
55 Cancri d,,3.878 Jupiters,5.96,2002,1.16 x Jupiter (estimate),Gas Giant,Radial Velocity,5.957 AU,15.3 years,0.13
55 Cancri c,,0.1714 Jupiters,5.96,2004,0.76 x Jupiter (estimate),Gas Giant,Radial Velocity,0.2373 AU,44.4 days,0.03
55 Cancri b,,0.8306 Jupiters,5.96,1996,1.24 x Jupiter (estimate),Gas Giant,Radial Velocity,0.1134 AU,14.7 days,0.0
51 Pegasi b,,0.46 Jupiters,5.45309,1995,1.27 x Jupiter (estimate),Gas Giant,Radial Velocity,0.0527 AU,4.2 days,0.01
4 Ursae Majoris b,,7.902 Jupiters,4.5801,2006,1.12 x Jupiter (estimate),Gas Giant,Radial Velocity,0.877 AU,270.3 days,0.45
47 Ursae Majoris d,,1.64 Jupiters,5.037,2009,1.2 x Jupiter (estimate),Gas Giant,Radial Velocity,11.6 AU,38.4 years,0.16
47 Ursae Majoris c,,0.54 Jupiters,5.037,2001,1.27 x Jupiter (estimate),Gas Giant,Radial Velocity,3.6 AU,6.6 years,0.1
47 Ursae Majoris b,,2.53 Jupiters,5.037,1996,1.18 x Jupiter (estimate),Gas Giant,Radial Velocity,2.1 AU,3 years,0.03
42 Draconis b,,3.88 Jupiters,4.8262,2008,1.16 x Jupiter (estimate),Gas Giant,Radial Velocity,1.19 AU,479.1 days,0.38
30 Arietis B b,,13.82 Jupiters,7.09209,2009,1.1 x Jupiter (estimate),Gas Giant,Radial Velocity,0.99 AU,335.1 days,0.29
24 Sextantis c,,0.86 Jupiters,6.4535,2010,1.24 x Jupiter (estimate),Gas Giant,Radial Velocity,2.08 AU,2.4 years,0.29
24 Sextantis b,,1.99 Jupiters,6.4535,2010,1.19 x Jupiter (estimate),Gas Giant,Radial Velocity,1.333 AU,452.8 days,0.09
18 Delphini b,,9.207 Jupiters,5.51048,2008,1.12 x Jupiter (estimate),Gas Giant,Radial Velocity,2.476 AU,2.7 years,0.02
HD 168746 b,,0.27 Jupiters,7.95,2002,0.993 x Jupiter (estimate),Gas Giant,Radial Velocity,0.07 AU,6.4 days,0.11
HD 168443 c,,17.306 Jupiters,6.92122,2000,1.09 x Jupiter (estimate),Gas Giant,Radial Velocity,2.842 AU,4.8 years,0.21
HD 168443 b,,7.628 Jupiters,6.92122,1998,1.13 x Jupiter (estimate),Gas Giant,Radial Velocity,0.292 AU,58.1 days,0.53
HD 167042 b,,1.397 Jupiters,5.98796,2007,1.21 x Jupiter (estimate),Gas Giant,Radial Velocity,1.22 AU,417.7 days,0.01
HD 166724 b,,3.8 Jupiters,9.33,2012,1.16 x Jupiter (estimate),Gas Giant,Radial Velocity,5.42 AU,14.1 years,0.73
HD 164922 b,,0.36497 Jupiters,7.01227,2005,1.19 x Jupiter (estimate),Gas Giant,Radial Velocity,2.16 AU,3.3 years,0.08
HD 164604 b,,1.99792 Jupiters,9.62,2009,1.19 x Jupiter (estimate),Gas Giant,Radial Velocity,1.331 AU,1.8 years,0.35
HD 164509 b,,0.443 Jupiters,8.1,2010,1.28 x Jupiter (estimate),Gas Giant,Radial Velocity,0.87 AU,280.2 days,0.24
HD 163607 c,,2.201 Jupiters,8,2010,1.19 x Jupiter (estimate),Gas Giant,Radial Velocity,2.39 AU,3.5 years,0.08
HD 163607 b,,0.7836 Jupiters,8,2010,1.24 x Jupiter (estimate),Gas Giant,Radial Velocity,0.362 AU,75.2 days,0.74
HD 162020 b,,9.84 Jupiters,9.1,2002,1.11 x Jupiter (estimate),Gas Giant,Radial Velocity,0.08 AU,8.4 days,0.28
HD 160691 e,,7 Jupiters,5.124,2006,Unknown,Gas Giant,Radial Velocity,0.934 AU,307.9 days,0.07
HD 160691 d,,10.17 Earths,5.124,2004,0.283 x Jupiter (estimate),Neptune-like,Radial Velocity,0.09286 AU,9.6 days,0.0
HD 160691 c,,4.4 Jupiters,5.124,2004,Unknown,Gas Giant,Radial Velocity,4.17 AU,10.8 years,0.1
HD 160691 b,,4.3 Jupiters,5.124,2000,Unknown,Gas Giant,Radial Velocity,1.5 AU,1.8 years,0.13
HD 159868 c,,0.768 Jupiters,7.24,2012,1.25 x Jupiter (estimate),Gas Giant,Radial Velocity,1.032 AU,351 days,0.18
HD 159868 b,,2.218 Jupiters,7.24,2006,,,,,,
HD 159243 c,,1.9 Jupiters,8.65,2013,1.2 x Jupiter (estimate),Gas Giant,Radial Velocity,0.8 AU,248.4 days,0.07
HD 159243 b,,1.13 Jupiters,8.65,2013,1.22 x Jupiter (estimate),Gas Giant,Radial Velocity,0.11 AU,12.6 days,0.02
HD 158038 b,,1.53 Jupiters,7.47,2011,1.21 x Jupiter (estimate),Gas Giant,Radial Velocity,1.5 AU,1.4 years,0.29
HD 156846 b,,10.67 Jupiters,6.5,2007,1.11 x Jupiter (estimate),Gas Giant,Radial Velocity,1.12 AU,359.5 days,0.85
HD 156668 b,,4.15 Earths,8.43,2010,1.87 x Earth (estimate),Super Earth,Radial Velocity,0.05 AU,4.6 days,0.0
HD 156411 b,,0.74 Jupiters,6.67,2009,1.25 x Jupiter (estimate),Gas Giant,Radial Velocity,1.88 AU,2.3 years,0.22
HD 156279 b,,9.432 Jupiters,8.07,2011,1.12 x Jupiter (estimate),Gas Giant,Radial Velocity,0.502 AU,133.4 days,0.65
HD 155358 c,,0.82 Jupiters,7.28,2007,1.24 x Jupiter (estimate),Gas Giant,Radial Velocity,1.02 AU,391.9 days,0.16
HD 155358 b,,0.99 Jupiters,7.28,2007,1.23 x Jupiter (estimate),Gas Giant,Radial Velocity,0.63 AU,194.3 days,0.17
HD 154857 c,,2.58 Jupiters,7.24,2014,1.18 x Jupiter (estimate),Gas Giant,Radial Velocity,5.36 AU,9.5 years,0.06
HD 154857 b,,2.45 Jupiters,7.24,2004,1.18 x Jupiter (estimate),Gas Giant,Radial Velocity,1.29 AU,408.6 days,0.46
HD 154672 b,,5.37 Jupiters,8.21,2008,1.14 x Jupiter (estimate),Gas Giant,Radial Velocity,0.6 AU,163.9 days,0.61
HD 154345 b,,1.19 Jupiters,6.76,2006,1.22 x Jupiter (estimate),Gas Giant,Radial Velocity,4.21 AU,9.2 years,0.04
