Planet Name,Parsecs from Earth,Planet Mass,Stellar Magnitude,Discovery Date,Planet Radius,Planet Type,Discovery Method,Orbital Radius,Orbital Period,Eccentricity
WASP-85 A b,,1.265 Jupiters,10.72,2016,1.24 x Jupiter,Gas Giant,Transit,0.039 AU,2.7 days,0.0
Ross 128 b,,1.4 Earths,11.12,2017,1.11 x Earth (estimate),Super Earth,Radial Velocity,0.0496 AU,9.9 days,0.12
Rho Coronae Borealis c,,28.2 Earths,5.41,2016,0.515 x Jupiter (estimate),Neptune-like,Radial Velocity,0.4206 AU,102.2 days,0.1
Rho Coronae Borealis b,,1.093 Jupiters,5.41,1997,1.23 x Jupiter (estimate),Gas Giant,Radial Velocity,0.2245 AU,39.8 days,0.04
KIC 7917485 b,,11.8 Jupiters,13.166,2016,1.1 x Jupiter (estimate),Gas Giant,Pulsation Timing Variations,Unknown,2.3 years,0.15
HR 2562 b,,30 Jupiters,6.11,2016,1.11 x Jupiter,Gas Giant,Imaging,20.3 AU,80.3 years,
HD 9174 b,,1.11 Jupiters,8.4,2016,1.23 x Jupiter (estimate),Gas Giant,Radial Velocity,2.2 AU,3.2 years,0.12
HD 87646 b,,12.4 Jupiters,8.07,2016,1.1 x Jupiter (estimate),Gas Giant,Radial Velocity,0.117 AU,13.5 days,0.05
HD 86950 b,,3.6 Jupiters,7.47,2016,1.16 x Jupiter (estimate),Gas Giant,Radial Velocity,2.72 AU,3.5 years,0.17
HD 72892 b,,5.468 Jupiters,8.83,2016,1.14 x Jupiter (estimate),Gas Giant,Radial Velocity,0.228 AU,39.4 days,0.42
HD 68402 b,,7.9 Jupiters,9.11,2016,1.12 x Jupiter (estimate),Gas Giant,Radial Velocity,2.18 AU,3 years,0.03
HD 59686 A b,,6.92 Jupiters,5.44299,2016,1.13 x Jupiter (estimate),Gas Giant,Radial Velocity,1.086 AU,299.4 days,0.05
HD 42618 b,,14.4 Earths,6.87,2016,0.347 x Jupiter (estimate),Neptune-like,Radial Velocity,0.554 AU,149.6 days,0.19
HD 3167 c,,11.13 Earths,8.97,2016,0.268 x Jupiter,Neptune-like,Transit,0.1776 AU,29.8 days,< 0.06
HD 3167 b,,4.97 Earths,8.97,2016,1.67 x Earth,Super Earth,Transit,0.01796 AU,1 days,0.0
HD 224538 b,,6.531 Jupiters,8.06,2016,1.13 x Jupiter (estimate),Gas Giant,Radial Velocity,2.375 AU,3.3 years,0.48
HD 222076 b,,1.56 Jupiters,7.47,2016,1.21 x Jupiter (estimate),Gas Giant,Radial Velocity,1.83 AU,2.4 years,0.08
HD 165155 b,,2.89 Jupiters,9.36,2016,1.18 x Jupiter (estimate),Gas Giant,Radial Velocity,1.13 AU,434.5 days,0.2
HD 164922 c,,13 Earths,7.01227,2016,0.327 x Jupiter (estimate),Neptune-like,Radial Velocity,0.341 AU,75.7 days,0.12
HD 147873 c,,2.3 Jupiters,7.96,2016,1.19 x Jupiter (estimate),Gas Giant,Radial Velocity,1.36 AU,491.5 days,0.23
