Planet Name,Parsecs from Earth,Planet Mass,Stellar Magnitude,Discovery Date,Planet Radius,Planet Type,Discovery Method,Orbital Radius,Orbital Period,Eccentricity
Kepler-65 b,303.728,2.4 Earths,10.922,2012,1.42 x Earth,Super Earth,Transit,0.035 AU,2.2 days,0.03
Kepler-63 b,194.033,0.378 Jupiters,12.02,2013,0.545 x Jupiter,Gas Giant,Transit,0.08 AU,9.4 days,< 0.45
Kepler-62 f,300.874,35 Earths,13.965,2013,,,,,,
Kepler-62 d,300.874,14 Earths,13.965,2013,1.95 x Earth,Neptune-like,Transit,0.12 AU,18.2 days,0.0
Kepler-62 c,300.874,4 Earths,13.965,2013,0.54 x Earth,Terrestrial,Transit,0.0929 AU,12.4 days,0.0
Kepler-62 b,300.874,9 Earths,13.965,2013,1.31 x Earth,Super Earth,Transit,0.0553 AU,5.7 days,0.0
Kepler-60 d,1025.1,4.16 Earths,13.95,2012,1.99 x Earth,Neptune-like,Transit,0.1012 AU,11.9 days,0.0
Kepler-60 c,1025.1,3.85 Earths,13.95,2012,1.9 x Earth,Super Earth,Transit,0.0835 AU,8.9 days,0.04
Kepler-60 b,1025.1,4.19 Earths,13.95,2012,1.71 x Earth,Super Earth,Transit,0.0719 AU,7.1 days,0.0
Kepler-59 b,1163.22,1.37 Earths,14.467,2012,1.1 x Earth,Super Earth,Transit,0.104 AU,11.9 days,0.0
Kepler-58 d,969.252,8.96 Earths,15.086,2014,0.262 x Jupiter,Neptune-like,Transit,0.236 AU,40.1 days,0.0
Kepler-58 c,969.252,0.16676 Jupiters,15.086,2012,0.255 x Jupiter,Gas Giant,Transit,0.1228 AU,15.6 days,0.0
Kepler-58 b,969.252,35.5 Earths,15.086,2012,0.248 x Jupiter,Neptune-like,Transit,0.0927 AU,10.2 days,0.04
Kepler-57 b,644.14,25.06 Earths,15.017,2012,,,,,,
Kepler-56 c,912.994,0.57 Jupiters,12.598,2012,,,,,,
Kepler-56 b,912.994,22.1 Earths,12.598,2012,0.581 x Jupiter,Neptune-like,Transit,0.1028 AU,10.5 days,0.04
Kepler-55 e,578.796,3.02 Earths,15.746,2014,1.55 x Earth,Super Earth,Transit,0.048 AU,4.6 days,0.0
Kepler-55 d,578.796,3.15 Earths,15.746,2014,1.59 x Earth,Super Earth,Transit,0.029 AU,2.2 days,0.0
Kepler-55 c,578.796,0.22 Jupiters,15.746,2012,2.21 x Earth,Super Earth,Transit,0.2095 AU,42.2 days,0.0
Kepler-54 d,271.701,2.96 Earths,16.282,2014,1.53 x Earth,Super Earth,Transit,0.126 AU,21 days,0.0
Kepler-54 c,271.701,2.1 Earths,16.282,2012,1.23 x Earth,Super Earth,Transit,0.0809 AU,12.1 days,0.0
Kepler-54 b,271.701,3.09 Earths,16.282,2012,2.1 x Earth,Neptune-like,Transit,0.0619 AU,8 days,0.02
Kepler-53 d,1366.07,5.14 Earths,15.367,2014,2.12 x Earth,Neptune-like,Transit,0.091 AU,9.8 days,0.0
Kepler-194 c,1097.97,7.22 Earths,14.969,2014,,,,,,
Kepler-194 b,1097.97,2.89 Earths,14.969,2014,1.51 x Earth,Super Earth,Transit,0.032 AU,2.1 days,0.0
Kepler-193 c,1009.1,8 Earths,14.712,2014,0.245 x Jupiter,Neptune-like,Transit,0.286 AU,50.7 days,0.0
Kepler-192 c,651.674,8.2 Earths,14.308,2014,0.249 x Jupiter,Neptune-like,Transit,0.15 AU,21.2 days,0.0
Kepler-192 b,651.674,7.95 Earths,14.308,2014,0.244 x Jupiter,Neptune-like,Transit,0.09 AU,9.9 days,0.0
Kepler-191 c,594.464,4.12 Earths,14.987,2014,1.86 x Earth,Super Earth,Transit,0.128 AU,17.7 days,0.0
Kepler-190 c,433.387,2.73 Earths,14.336,2014,1.46 x Earth,Super Earth,Transit,0.045 AU,3.8 days,0.0
Kepler-190 b,433.387,3.05 Earths,14.336,2014,1.56 x Earth,Super Earth,Transit,0.03 AU,2 days,0.0
Kepler-189 c,591.534,22.7 Earths,14.971,2014,2.38 x Earth,Super Earth,Transit,0.137 AU,20.1 days,0.0
Kepler-189 b,591.534,1.92 Earths,14.971,2014,1.21 x Earth,Super Earth,Transit,0.088 AU,10.4 days,0.0
Kepler-188 b,968.544,3.46 Earths,14.719,2014,1.68 x Earth,Super Earth,Transit,0.032 AU,2.1 days,0.0
Kepler-187 c,1143,7.61 Earths,14.297,2014,0.238 x Jupiter,Neptune-like,Transit,0.099 AU,10.6 days,0.0
Kepler-187 b,1143,2.57 Earths,14.297,2014,1.41 x Earth,Super Earth,Transit,0.059 AU,4.9 days,0.0
Kepler-186 e,177.594,2.15 Earths,15.138,2014,1.27 x Earth,Super Earth,Transit,0.11 AU,22.4 days,0.0
Kepler-186 d,177.594,2.54 Earths,15.138,2014,1.4 x Earth,Super Earth,Transit,0.0781 AU,13.3 days,0.0
Kepler-186 c,177.594,2.1 Earths,15.138,2014,1.25 x Earth,Super Earth,Transit,0.0451 AU,7.3 days,0.0
Kepler-185 c,466.735,4.74 Earths,14.562,2014,2.02 x Earth,Super Earth,Transit,0.139 AU,20.7 days,0.0
Kepler-185 b,466.735,1.71 Earths,14.562,2014,,,,,,
Kepler-184 d,610.326,6.76 Earths,14.42,2014,0.222 x Jupiter,Neptune-like,Transit,0.179 AU,29 days,0.0
Kepler-184 c,610.326,8.8 Earths,14.42,2014,1.97 x Earth,Super Earth,Transit,0.141 AU,20.3 days,0.0
Kepler-184 b,610.326,6.17 Earths,14.42,2014,0.211 x Jupiter,Neptune-like,Transit,0.092 AU,10.7 days,0.0
Kepler-183 c,1050.64,35.7 Earths,14.993,2014,2.27 x Earth,Super Earth,Transit,0.103 AU,11.6 days,0.0
Kepler-183 b,1050.64,4.9 Earths,14.993,2014,2.06 x Earth,Super Earth,Transit,0.064 AU,5.7 days,0.0
