Planet Name,Parsecs from Earth,Planet Mass,Stellar Magnitude,Discovery Date,Planet Radius,Planet Type,Discovery Method,Orbital Radius,Orbital Period,Eccentricity
HD 168009 b,23.3032,9.53485 Earths,6.295,2021,0.272 x Jupiter (estimate),Neptune-like,Radial Velocity,0.1192 AU,15.1 days,0.12
HD 164922 e,22.0016,10.52012 Earths,7.01227,2021,0.288 x Jupiter (estimate),Neptune-like,Radial Velocity,0.2292 AU,41.8 days,0.09
HD 156668 c,24.3323,31.4968 Earths,8.43,2021,0.55 x Jupiter (estimate),Neptune-like,Radial Velocity,1.57 AU,2.2 years,0.09
HD 152843 c,107.898,27.5 Earths,8.855,2021,0.52 x Jupiter,Neptune-like,Transit,Unknown,24.4 days,0.12
HD 152843 b,107.898,11.56 Earths,8.855,2021,0.304 x Jupiter,Neptune-like,Transit,0.1053 AU,11.6 days,0.14
HD 145675 c,17.9323,5.025 Jupiters,6.61935,2021,1.15 x Jupiter (estimate),Gas Giant,Radial Velocity,11.924 AU,43.1 years,0.39
HD 141004 b,11.9159,13.63484 Earths,4.422,2021,0.336 x Jupiter (estimate),Neptune-like,Radial Velocity,0.1238 AU,15.5 days,0.16
HD 136925 b,47.874,0.84 Jupiters,7.91433,2021,1.24 x Jupiter (estimate),Gas Giant,Radial Velocity,5.13 AU,12.4 years,0.1
HD 107148 c,49.4156,19.89606 Earths,8.01,2021,0.42 x Jupiter (estimate),Neptune-like,Radial Velocity,0.1407 AU,18.3 days,0.34
YSES 2 b,109.406,6.3 Jupiters,10.885,2021,1.14 x Jupiter (estimate),Gas Giant,Imaging,115 AU,1176.5 years,
TOI-220 b,90.7402,13.8 Earths,10.466,2021,0.27 x Jupiter,Neptune-like,Transit,0.08911 AU,10.7 days,0.03
TOI-1444 b,125.463,3.58 Earths,10.936,2021,1.418 x Earth,Super Earth,Transit,0.0116 AU,0.5 days,0
TOI-1231 b,27.6227,15.4 Earths,12.36,2021,0.326 x Jupiter,Neptune-like,Transit,0.1288 AU,24.2 days,0.09
HD 331093 b,50.1928,1.5 Jupiters,8.38,2021,1.21 x Jupiter (estimate),Gas Giant,Radial Velocity,1.44 AU,1.7 years,0.59
HD 155193 b,57.7995,0.75 Jupiters,7.0092,2021,1.25 x Jupiter (estimate),Gas Giant,Radial Velocity,1.04 AU,352.7 days,0.21
HD 124330 b,60.1977,0.75 Jupiters,7.88,2021,1.25 x Jupiter (estimate),Gas Giant,Radial Velocity,0.86 AU,270.7 days,0.34
BD+63 1405 b,38.0473,10.4 Jupiters,8.96,2021,1.11 x Jupiter (estimate),Gas Giant,Radial Velocity,2.06 AU,3.3 years,0.88
BD+55 362 b,52.5697,0.72 Jupiters,9.38,2021,1.25 x Jupiter (estimate),Gas Giant,Radial Velocity,0.78 AU,265.6 days,0.27
BD+45 564 b,53.622,1.36 Jupiters,9.67,2021,1.21 x Jupiter (estimate),Gas Giant,Radial Velocity,0.83 AU,307.9 days,0.12
TOI-269 b,57.0225,8.8 Earths,14.37,2021,0.247 x Jupiter,Neptune-like,Transit,0.0345 AU,3.7 days,0.42
HIP 90988 b,94.0349,2.102 Jupiters,7.75,2021,1.19 x Jupiter (estimate),Gas Giant,Radial Velocity,1.36 AU,455.7 days,0.08
HIP 75092 b,81.6696,1.79 Jupiters,7.11,2021,1.2 x Jupiter (estimate),Gas Giant,Radial Velocity,2.02 AU,2.5 years,0.42
HIP 56640 b,122.324,6.77 Jupiters,7.94,2021,1.13 x Jupiter (estimate),Gas Giant,Radial Velocity,4.55 AU,7.3 years,0.12
HIP 114933 b,101.766,1.94 Jupiters,7.25,2021,1.2 x Jupiter (estimate),Gas Giant,Radial Velocity,2.84 AU,4.1 years,0.21
CFHTWIR-Oph 98 b,Unknown,7.8 Jupiters,Unknown,2021,1.86 x Jupiter,Gas Giant,Imaging,200 AU,22027.4 years,
TOI-257 b,76.9028,0.138 Jupiters,7.57,2021,0.639 x Jupiter,Gas Giant,Transit,0.1528 AU,18.4 days,0
NGTS-18 b,1096.19,0.409 Jupiters,14.588,2021,1.21 x Jupiter,Gas Giant,Transit,0.0448 AU,3.1 days,0
NGTS-17 b,1040.28,0.764 Jupiters,14.412,2021,1.24 x Jupiter,Gas Giant,Transit,0.0391 AU,3.2 days,0
NGTS-16 b,898.168,0.667 Jupiters,14.529,2021,1.3 x Jupiter,Gas Giant,Transit,0.0523 AU,4.8 days,0
NGTS-15 b,786.485,0.751 Jupiters,14.669,2021,1.1 x Jupiter,Gas Giant,Transit,0.0441 AU,3.3 days,0
LHS 1478 b,18.2276,2.33 Earths,13.304,2021,1.242 x Earth,Super Earth,Transit,0.01848 AU,1.9 days,
HD 5278 c,57.5846,18.4 Earths,7.94,2021,0.401 x Jupiter (estimate),Neptune-like,Radial Velocity,0.2416 AU,40.9 days,0.07
HD 5278 b,57.5846,7.8 Earths,7.94,2021,0.219 x Jupiter,Neptune-like,Transit,0.1202 AU,14.3 days,0.08
TOI-519 b,115.557,0.463 Jupiters,17.35,2021,1.03 x Jupiter,Gas Giant,Transit,0.0159 AU,1.3 days,< 0.33
TOI-201 b,113.825,0.42 Jupiters,9.07,2021,1.008 x Jupiter,Gas Giant,Transit,0.3 AU,53 days,0.28
HD 60292 b,315.211,6.5 Jupiters,6.94657,2020,1.13 x Jupiter (estimate),Gas Giant,Radial Velocity,1.5 AU,495.4 days,0.27
HD 112640 b,323.335,5 Jupiters,6.53649,2020,1.15 x Jupiter (estimate),Gas Giant,Radial Velocity,1.7 AU,1.7 years,0.24
OGLE-2018-BLG-1428L b,6220,0.77 Jupiters,Unknown,2021,1.25 x Jupiter (estimate),Gas Giant,Microlensing,3.3 AU,9.1 years,
OGLE-2017-BLG-1049L b,5670,5.53 Jupiters,Unknown,2020,1.14 x Jupiter (estimate),Gas Giant,Microlensing,3.92 AU,10.5 years,
GJ 740 b,11.1017,2.96 Earths,9.22,2021,1.53 x Earth (estimate),Super Earth,Radial Velocity,0.029 AU,2.4 days,0.24
GJ 486 b,8.07426,3 Earths,11.39,2021,1.343 x Earth,Super Earth,Radial Velocity,0.01713 AU,1.5 days,0
GJ 414 A c,11.8893,0.16937 Jupiters,8.31,2021,0.749 x Jupiter,Gas Giant,Radial Velocity,1.4 AU,2.1 years,0.1
GJ 414 A b,11.8893,7.6 Earths,8.31,2021,0.235 x Jupiter,Neptune-like,Radial Velocity,0.2324 AU,50.8 days,0.45
TOI-640 b,341.997,0.88 Jupiters,10.51,2021,1.771 x Jupiter,Gas Giant,Transit,0.06608 AU,5 days,0.05
TOI-628 b,178.68,6.33 Jupiters,10.112,2021,1.06 x Jupiter,Gas Giant,Transit,0.0486 AU,3.4 days,0.07
TOI-1601 b,336.608,1.21764 Jupiters,10.66,2021,1.267 x Jupiter,Gas Giant,Transit,0.069 AU,5.3 days,0
TOI-1478 b,152.892,0.851 Jupiters,10.723,2021,1.06 x Jupiter,Gas Giant,Transit,0.0903 AU,10.2 days,0.02
TOI-1333 b,200.492,2.37 Jupiters,9.438,2021,1.396 x Jupiter,Gas Giant,Transit,0.0626 AU,4.7 days,0.07
NGTS-14 A b,322.148,29.24036 Earths,13.268,2021,0.444 x Jupiter,Neptune-like,Transit,0.0403 AU,3.5 days,0
HD 238090 b,15.2354,6.89 Earths,9.71,2020,0.225 x Jupiter (estimate),Neptune-like,Radial Velocity,0.0932 AU,13.7 days,0.3
GJ 251 b,5.58057,4 Earths,9.89,2020,1.83 x Earth (estimate),Super Earth,Radial Velocity,0.0818 AU,14.2 days,0.1
HD 183579 b,57.2651,20.4 Earths,8.67,2021,0.311 x Jupiter,Neptune-like,Transit,0.1322 AU,17.5 days,0.06
K2-138 g,202.585,4.32 Earths,12.246,2021,0.269 x Jupiter,Neptune-like,Transit,0.23109 AU,42 days,0.06
HD 13808 c,28.2305,9.96 Earths,8.36,2021,0.279 x Jupiter (estimate),Neptune-like,Radial Velocity,0.2554 AU,53.8 days,0.16
HD 13808 b,28.2305,11.2 Earths,8.36,2021,0.299 x Jupiter (estimate),Neptune-like,Radial Velocity,0.10519 AU,14.2 days,0.07
HD 110082 b,105.096,10.3 Earths,9.23,2021,0.285 x Jupiter,Neptune-like,Transit,0.113 AU,10.2 days,0.2
TYC 0434-04538-1 b,613.422,6.1 Jupiters,10.247,2021,1.14 x Jupiter (estimate),Gas Giant,Radial Velocity,0.66 AU,193.2 days,0.08
HD 96992 b,396.082,1.14 Jupiters,8.57,2021,1.22 x Jupiter (estimate),Gas Giant,Radial Velocity,1.24 AU,1.4 years,0.41
HD 4760 b,537.873,13.9 Jupiters,7.51,2021,1.1 x Jupiter (estimate),Gas Giant,Radial Velocity,1.14 AU,434 days,0.23
TOI-178 g,62.699,3.94 Earths,11.955,2021,0.256 x Jupiter,Neptune-like,Transit,0.1275 AU,20.7 days,
TOI-178 f,62.699,7.72 Earths,11.955,2021,2.287 x Earth,Super Earth,Transit,0.1039 AU,15.2 days,
TOI-178 e,62.699,3.86 Earths,11.955,2021,2.207 x Earth,Neptune-like,Transit,0.0783 AU,10 days,
TOI-178 d,62.699,3.01 Earths,11.955,2021,0.229 x Jupiter,Neptune-like,Transit,0.0592 AU,6.6 days,
TOI-178 c,62.699,4.77 Earths,11.955,2021,1.669 x Earth,Super Earth,Transit,0.037 AU,3.2 days,
TOI-178 b,62.699,1.5 Earths,11.955,2021,1.152 x Earth,Super Earth,Transit,0.02607 AU,1.9 days,
NGTS-13 b,647.595,4.84 Jupiters,12.744,2021,1.142 x Jupiter,Gas Giant,Transit,0.0549 AU,4.1 days,0.09
HD 110113 c,106.307,10.5 Earths,10.09,2021,2.114 x Earth,Super Earth,Radial Velocity,0.068 AU,6.7 days,0.04
HD 110113 b,106.307,4.55 Earths,10.09,2021,2.05 x Earth,Neptune-like,Transit,0.035 AU,2.5 days,0.09
TOI-905 b,158.649,0.667 Jupiters,11.08,2020,1.171 x Jupiter,Gas Giant,Transit,0.04666 AU,3.7 days,0.02
TOI-564 b,199.581,1.463 Jupiters,11.097,2020,1.02 x Jupiter,Gas Giant,Transit,0.02734 AU,1.7 days,0.07
K2-329 b,233.237,0.26 Jupiters,12.697,2020,0.774 x Jupiter,Gas Giant,Transit,0.1016 AU,12.5 days,0.07
TOI-451 d,123.739,15.6 Earths,10.939,2020,0.363 x Jupiter,Neptune-like,Transit,0.1208 AU,16.4 days,0
TOI-451 c,123.739,9.8 Earths,10.939,2020,0.277 x Jupiter,Neptune-like,Transit,0.0823 AU,9.2 days,0
TOI-451 b,123.739,4.31 Earths,10.939,2020,1.91 x Earth,Super Earth,Transit,0.0283 AU,1.9 days,0
HD 108236 f,64.5978,4.72 Earths,9.25,2021,,,,,,
HD 108236 e,64.5978,9.71 Earths,9.25,2020,0.275 x Jupiter,Neptune-like,Transit,0.1367 AU,19.6 days,0.06
HD 108236 d,64.5978,6.98 Earths,9.25,2020,,,,,,
HD 108236 c,64.5978,4.94 Earths,9.25,2020,2.071 x Earth,Super Earth,Transit,0.062 AU,6.2 days,0.03
HD 108236 b,64.5978,3.24 Earths,9.25,2020,,,,,,
TOI-776 c,27.1701,6.9 Earths,11.536,2020,,,,,,
TOI-776 b,27.1701,5 Earths,11.536,2020,1.798 x Earth,Super Earth,Transit,0.0653 AU,8.2 days,0.05
TOI-561 e,85.799,12.6 Earths,10.252,2020,2.55 x Earth,Super Earth,Transit,0.328 AU,77 days,0.08
TOI-561 d,85.799,13.2 Earths,10.252,2020,2.82 x Earth,Super Earth,Transit,0.158 AU,25.7 days,0.12
TOI-561 c,85.799,5.39 Earths,10.252,2020,0.26 x Jupiter,Neptune-like,Transit,0.0884 AU,10.8 days,0.03
TOI-561 b,85.799,2 Earths,10.252,2020,1.425 x Earth,Super Earth,Transit,0.0106 AU,0.4 days,0
HAT-P-68 b,202.152,0.724 Jupiters,13.802,2020,1.072 x Jupiter,Gas Giant,Transit,0.02996 AU,2.3 days,< 0.041
WASP-187 b,371.414,0.8 Jupiters,10.295,2020,1.64 x Jupiter,Gas Giant,Transit,0.0653 AU,5.1 days,0
WASP-186 b,278.514,4.22 Jupiters,10.81,2020,1.11 x Jupiter,Gas Giant,Transit,0.06 AU,5 days,0.33
WASP-107 c,64.7414,0.36 Jupiters,11.592,2020,1.18 x Jupiter (estimate),Gas Giant,Radial Velocity,Unknown,3 years,0.28
TOI-942 c,152.601,37 Earths,11.982,2020,0.417 x Jupiter,Neptune-like,Transit,0.08598 AU,10.2 days,0.32
TOI-942 b,152.601,2.6 Jupiters,11.982,2020,0.347 x Jupiter,Neptune-like,Transit,0.04866 AU,4.3 days,0.34
TOI-892 b,340.543,0.95 Jupiters,11.43,2020,1.07 x Jupiter,Gas Giant,Transit,0.092 AU,10.6 days,< 0.125
TOI-481 b,179.366,1.53 Jupiters,9.972,2020,0.99 x Jupiter,Gas Giant,Transit,0.097 AU,10.3 days,0.15
TOI-251 b,99.523,1 Jupiter,9.887,2021,0.244 x Jupiter,Neptune-like,Transit,0.05741 AU,4.9 days,0
TOI-237 b,38.0749,2.67 Earths,16.37,2020,1.44 x Earth,Super Earth,Transit,0.0341 AU,5.4 days,0
TOI-122 b,62.118,7.85 Earths,15.526,2020,0.243 x Jupiter,Neptune-like,Transit,0.0392 AU,5.1 days,0
TIC 237913194 b,306.063,1.942 Jupiters,12.144,2020,1.117 x Jupiter,Gas Giant,Transit,0.1207 AU,15.2 days,0.57
MOA-2013-BLG-220L b,6720,2.74 Jupiters,Unknown,2014,1.18 x Jupiter (estimate),Gas Giant,Microlensing,3.03 AU,5.6 years,
LP 714-47 b,52.616,30.8 Earths,12.492,2020,0.419 x Jupiter,Neptune-like,Transit,0.0417 AU,4.1 days,0.04
K2-111 c,200.394,11.08 Earths,11.13,2020,0.297 x Jupiter (estimate),Neptune-like,Radial Velocity,0.11569 AU,15.7 days,< 0.071
HD 216520 c,19.552,9.44 Earths,7.53,2020,0.271 x Jupiter (estimate),Neptune-like,Radial Velocity,0.528 AU,154.4 days,0.12
HD 216520 b,19.552,10.26 Earths,7.53,2020,0.284 x Jupiter (estimate),Neptune-like,Radial Velocity,0.198 AU,35.5 days,0.09
HD 190007 b,12.7141,15.5 Earths,7.46,2020,0.362 x Jupiter (estimate),Neptune-like,Radial Velocity,0.092 AU,11.7 days,0.14
TOI-954 b,238.768,0.174 Jupiters,10.343,2020,0.852 x Jupiter,Gas Giant,Transit,0.04963 AU,3.7 days,0.14
Kepler-595 c,643.009,3.3 Earths,15.067,2020,1.009 x Earth,Super Earth,Transit,0.0983 AU,12.4 days,0
EPIC 201757695.02,577.6,0.688 Earths,14.974,2020,0.908 x Earth,Terrestrial,Transit,0.0296 AU,2 days,0
EPIC 201170410.02,134,1.15 Earths,17.6984,2020,1.047 x Earth,Super Earth,Transit,0.0349 AU,6.8 days,0
OGLE-2017-BLG-1375L b,3930,11.28 Jupiters,Unknown,2020,1.11 x Jupiter (estimate),Gas Giant,Microlensing,3.04 AU,5.9 years,
OGLE-2017-BLG-0604L b,3950,0.51 Jupiters,Unknown,2020,1.27 x Jupiter (estimate),Gas Giant,Microlensing,4.06 AU,9.8 years,
KMT-2016-BLG-2397L b,4880,2.63 Jupiters,Unknown,2020,1.18 x Jupiter (estimate),Gas Giant,Microlensing,3.64 AU,8.7 years,
KMT-2016-BLG-2364L b,6440,3.93 Jupiters,Unknown,2020,1.16 x Jupiter (estimate),Gas Giant,Microlensing,2.63 AU,6 years,
Kepler-462 c,596.625,6 Earths,11.632,2020,0.357 x Jupiter,Neptune-like,Transit,0.7584 AU,207.6 days,0.11
TOI-837 b,142.488,0.379 Jupiters,10.635,2020,0.818 x Jupiter,Gas Giant,Transit,0.0888 AU,8.3 days,0
NGTS-12 b,446.442,0.208 Jupiters,12.382,2020,1.048 x Jupiter,Gas Giant,Transit,0.0757 AU,7.5 days,0
GJ 3473 c,27.3644,7.41 Earths,13.74,2020,0.235 x Jupiter (estimate),Neptune-like,Radial Velocity,0.0876 AU,15.5 days,0
